,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,ethnicity,sex,feature_0,country,state,date,outcome,predicted_outcome,sensitive_0,age
1451,1451,1451,1451,1,2,2,US,US,1994-01-01,0.9162761368921116,0.6692014409196708,1,3
1452,1452,1452,1452,1,2,2,US,US,1994-01-01,0.9503623949995844,0.4279011442851968,0,2
1453,1453,1453,1453,1,2,2,US,US,1994-01-01,0.8140750227377385,0.4533644645542355,0,3
1454,1454,1454,1454,1,2,1,US,US,1994-01-01,0.3683892728926979,0.7097530991779913,1,3
1455,1455,1455,1455,1,2,2,US,US,1994-01-01,0.5525071462360178,0.5935376131252998,0,4
1456,1456,1456,1456,1,2,2,US,US,1994-01-01,0.9654520233285532,0.5340764841649934,0,2
1457,1457,1457,1457,1,2,2,US,US,1994-01-01,0.7800154787215403,0.6967585325096697,0,5
1458,1458,1458,1458,1,2,2,US,US,1994-01-01,0.3862794537195159,0.5025200600423432,0,3
1459,1459,1459,1459,1,2,2,US,US,1994-01-01,0.9567641628160356,0.7078349851742503,1,6
1460,1460,1460,1460,1,2,1,US,US,1994-01-01,0.6972691373415876,0.0844357440690865,0,4
1461,1461,1461,1461,1,2,2,US,US,1994-01-01,0.1717786470871041,0.7380419648758856,1,4
1462,1462,1462,1462,1,2,2,US,US,1994-01-01,0.5135004712719013,0.5513101182166527,0,5
1463,1463,1463,1463,1,2,2,US,US,1994-01-01,0.878321492776925,0.5972731601774683,0,6
1464,1464,1464,1464,1,2,2,US,US,1994-01-01,0.5784583140442234,0.9437460274472842,0,4
1465,1465,1465,1465,1,2,1,US,US,1994-01-01,0.3869268463402739,0.8415929084783517,0,2
1466,1466,1466,1466,1,2,1,US,US,1994-01-01,0.1921909226695714,0.749108337422356,1,6
1467,1467,1467,1467,1,2,2,US,US,1994-01-01,0.5937190980113438,0.4070338827184068,0,4
1468,1468,1468,1468,1,2,2,US,US,1994-01-01,0.851102982782211,0.7339843566543434,1,3
1469,1469,1469,1469,1,2,1,US,US,1994-01-01,0.1238332302988375,0.3578194713685143,1,4
1470,1470,1470,1470,1,2,1,US,US,1994-01-01,0.7779795139935499,0.905950136355254,1,3
1471,1471,1471,1471,1,2,1,US,US,1994-01-01,0.7047800229795219,0.620809900525207,0,3
1472,1472,1472,1472,1,2,1,US,US,1994-01-01,0.2605120824067434,0.8610108695140559,0,4
1473,1473,1473,1473,1,2,1,US,US,1994-01-01,0.050814743700318,0.5854212397079417,0,6
1474,1474,1474,1474,1,2,1,US,US,1994-01-01,0.5393100637981727,0.613901455914011,1,5
1475,1475,1475,1475,1,2,1,US,US,1994-01-01,0.8375586466353372,0.8185771632938545,1,3
1476,1476,1476,1476,1,2,2,US,US,1994-01-01,0.2138865024588292,0.4613588296048591,0,4
1477,1477,1477,1477,1,2,1,US,US,1994-01-01,0.8931035064599441,0.2598334770654531,1,3
1478,1478,1478,1478,1,2,1,US,US,1994-01-01,0.1983804455773352,0.8893694834174171,1,6
1479,1479,1479,1479,1,2,1,US,US,1994-01-01,0.9804826897961388,0.3027889660681553,0,3
1480,1480,1480,1480,1,2,2,US,US,1994-01-01,0.7328803830083259,0.8345449380282504,1,4
1481,1481,1481,1481,1,2,2,US,US,1994-01-01,0.5930096786398469,0.7493019125716286,0,5
1482,1482,1482,1482,1,2,2,US,US,1994-01-01,0.3185521727713422,0.5665265839937648,1,4
1483,1483,1483,1483,1,2,2,US,US,1994-01-01,0.2933930281683493,0.922607682809278,0,3
1484,1484,1484,1484,1,2,1,US,US,1994-01-01,0.8768896026270089,0.0974016627326235,1,3
1485,1485,1485,1485,1,2,2,US,US,1994-01-01,0.4026194769377309,0.7285166111261672,1,7
1486,1486,1486,1486,1,2,1,US,US,1994-01-01,0.4775001896589674,0.5785304622536104,1,4
1487,1487,1487,1487,1,2,2,US,US,1994-01-01,0.4413456685230119,0.5134550880678387,0,6
1488,1488,1488,1488,1,2,3,US,US,1994-01-01,0.9643257706324212,0.9846799200608244,0,4
1489,1489,1489,1489,1,2,2,US,US,1994-01-01,0.8673311720520994,0.7344746968645793,0,7
1490,1490,1490,1490,1,2,2,US,US,1994-01-01,0.4410018359471176,0.764709647745601,0,2
1491,1491,1491,1491,1,2,1,US,US,1994-01-01,0.7853036625251417,0.9581825131293826,1,4
1492,1492,1492,1492,1,2,1,US,US,1994-01-01,0.0471860395917265,0.7275990902275074,0,3
1493,1493,1493,1493,1,2,3,US,US,1994-01-01,0.3117646924907309,0.1738318342084951,0,3
1494,1494,1494,1494,1,2,1,US,US,1994-01-01,0.8036215239336155,0.1984980502481068,1,5
1495,1495,1495,1495,1,2,2,US,US,1994-01-01,0.5651565029760675,0.9799100089542392,0,3
1496,1496,1496,1496,1,2,2,US,US,1994-01-01,0.5588264901071758,0.6116737908818048,0,3
1497,1497,1497,1497,1,2,2,US,US,1994-01-01,0.9502400953748228,0.9726579515806127,1,3
1498,1498,1498,1498,1,2,2,US,US,1994-01-01,0.4456186142376822,0.871424309316717,1,6
1499,1499,1499,1499,1,2,1,US,US,1994-01-01,0.62737630001334,0.5904211652064258,1,3
1500,1500,1500,1500,1,1,1,US,US,1994-01-01,0.7100336819186621,0.7143235912348291,0,4
1501,1501,1501,1501,1,1,1,US,US,1994-01-01,0.8925123215237425,0.7429334649832009,0,4
1502,1502,1502,1502,1,1,1,US,US,1994-01-01,0.7731756288916096,0.6328807418580737,0,3
1503,1503,1503,1503,1,1,2,US,US,1994-01-01,0.1638014659294369,0.8952192991403725,1,7
1504,1504,1504,1504,1,1,2,US,US,1994-01-01,0.8331020391337144,0.5368223514488448,0,4
1505,1505,1505,1505,1,1,3,US,US,1994-01-01,0.9156714868814854,0.8716551802043864,1,5
1506,1506,1506,1506,1,1,2,US,US,1994-01-01,0.7143879097006077,0.1049318336801706,1,4
1507,1507,1507,1507,1,1,1,US,US,1994-01-01,0.8538469527160208,0.6880417400241567,0,3
1508,1508,1508,1508,1,1,2,US,US,1994-01-01,0.662652474369843,0.4436173352364187,1,4
1509,1509,1509,1509,1,1,2,US,US,1994-01-01,0.6913209254452586,0.7002578779487607,0,3
1510,1510,1510,1510,1,1,1,US,US,1994-01-01,0.435318689408964,0.7283631022941963,0,4
1511,1511,1511,1511,1,1,1,US,US,1994-01-01,0.859265348637037,0.6720313878818298,0,4
1512,1512,1512,1512,1,1,2,US,US,1994-01-01,0.6174495788627314,0.5495330875495756,1,3
1513,1513,1513,1513,1,1,2,US,US,1994-01-01,0.7940000331460632,0.0470918832554685,0,2
1514,1514,1514,1514,1,1,1,US,US,1994-01-01,0.7584051601839699,0.5020756949930654,0,3
1515,1515,1515,1515,1,1,2,US,US,1994-01-01,0.9405035298420666,0.8811207216378991,0,2
1516,1516,1516,1516,1,1,1,US,US,1994-01-01,0.7150087786254191,0.7935166708159386,0,2
1517,1517,1517,1517,1,1,2,US,US,1994-01-01,0.7099911887239228,0.353181488905442,0,3
1518,1518,1518,1518,1,1,1,US,US,1994-01-01,0.6891227362803325,0.939245919238106,1,3
1519,1519,1519,1519,1,1,1,US,US,1994-01-01,0.7150518576778344,0.632970464726629,0,5
1520,1520,1520,1520,1,1,2,US,US,1994-01-01,0.8428023370693822,0.5613786957778775,0,3
1521,1521,1521,1521,1,1,1,US,US,1994-01-01,0.8555813273150044,0.5025334658410966,1,7
1522,1522,1522,1522,1,1,1,US,US,1994-01-01,0.6199220849242779,0.9871045202429356,1,3
1523,1523,1523,1523,1,1,1,US,US,1994-01-01,0.6192101435998087,0.9039689851980636,1,4
1524,1524,1524,1524,1,1,1,US,US,1994-01-01,0.5374405013536334,0.5982692510385684,0,4
1525,1525,1525,1525,1,1,2,US,US,1994-01-01,7.057306969256439e-05,0.8252025560404899,0,7
1526,1526,1526,1526,1,1,2,US,US,1994-01-01,0.453377272322089,0.0116113188517017,1,2
1527,1527,1527,1527,1,1,1,US,US,1994-01-01,0.1175498620088712,0.2461036641517907,0,4
1528,1528,1528,1528,1,1,1,US,US,1994-01-01,0.1302321902753563,0.0030998297401664,0,4
1529,1529,1529,1529,1,1,2,US,US,1994-01-01,0.9900093398355144,0.9828222333365098,0,5
1530,1530,1530,1530,1,1,2,US,US,1994-01-01,0.0706986500031504,0.8660461994405193,0,3
1531,1531,1531,1531,1,1,2,US,US,1994-01-01,0.1583816445622647,0.7097447322453008,1,5
1532,1532,1532,1532,1,1,1,US,US,1994-01-01,0.6825262431944199,0.0294053618940011,1,3
1533,1533,1533,1533,1,1,1,US,US,1994-01-01,0.9027749091814794,0.0092756783320671,1,3
1534,1534,1534,1534,1,1,2,US,US,1994-01-01,0.3063844070176831,0.3747903145021288,0,3
1535,1535,1535,1535,1,1,2,US,US,1994-01-01,0.7759369307032091,0.0691077334115736,1,3
1536,1536,1536,1536,1,1,1,US,US,1994-01-01,0.7900132509720215,0.7963669949421288,0,2
1537,1537,1537,1537,1,1,2,US,US,1994-01-01,0.6193150412499611,0.6248936513958452,1,3
1538,1538,1538,1538,1,1,2,US,US,1994-01-01,0.6292546502051548,0.4852771650623894,0,4
1539,1539,1539,1539,1,1,2,US,US,1994-01-01,0.6941247615179618,0.1447003603869422,0,2
1540,1540,1540,1540,1,1,2,US,US,1994-01-01,0.6917389261254834,0.3550236104875041,0,3
1541,1541,1541,1541,1,1,2,US,US,1994-01-01,0.0191990206680396,0.97093596747338,0,3
1542,1542,1542,1542,1,1,1,US,US,1994-01-01,0.1458168587863356,0.7138421296312321,0,3
1543,1543,1543,1543,1,1,2,US,US,1994-01-01,0.7176937920188158,0.588076073578384,0,5
1544,1544,1544,1544,1,1,2,US,US,1994-01-01,0.9297053429524842,0.2492480823834486,0,3
1545,1545,1545,1545,1,1,2,US,US,1994-01-01,0.2398754016507862,0.6065732872193451,1,4
1546,1546,1546,1546,1,1,1,US,US,1994-01-01,0.230340923116605,0.5156009577948557,1,6
1547,1547,1547,1547,1,1,2,US,US,1994-01-01,0.0147357887127869,0.8870892191417947,1,3
1548,1548,1548,1548,1,1,1,US,US,1994-01-01,0.1842171952633283,0.1950213277414643,0,3
1549,1549,1549,1549,1,1,1,US,US,1994-01-01,0.2597937159489826,0.5188027959774881,0,3
1550,1550,1550,1550,1,1,1,US,US,1994-01-01,0.617961940546659,0.1770143194240678,0,4
1551,1551,1551,1551,1,1,1,US,US,1994-01-01,0.6112569446903433,0.991457951970938,1,4
1552,1552,1552,1552,1,1,1,US,US,1994-01-01,0.6827272424036603,0.7762830560275722,1,2
1553,1553,1553,1553,1,1,2,US,US,1994-01-01,0.7604019138405409,0.8537826477228456,1,4
1554,1554,1554,1554,1,1,2,US,US,1994-01-01,0.8732251622486831,0.3223820090873296,1,5
1555,1555,1555,1555,1,1,1,US,US,1994-01-01,0.7450357674761371,0.294640721456181,0,4
1556,1556,1556,1556,1,1,2,US,US,1994-01-01,0.3638706272152953,0.6793182182635549,1,3
1557,1557,1557,1557,1,1,1,US,US,1994-01-01,0.5876044743868558,0.8089573225034798,0,3
1558,1558,1558,1558,1,1,1,US,US,1994-01-01,0.7657634830115034,0.2963940710433942,1,7
1559,1559,1559,1559,1,1,2,US,US,1994-01-01,0.7526329062898379,0.48442571990513,1,4
1560,1560,1560,1560,1,1,1,US,US,1994-01-01,0.5231108059124889,0.5969674500971698,1,4
1561,1561,1561,1561,1,1,2,US,US,1994-01-01,0.0417813775539523,0.2588653414043891,1,3
1562,1562,1562,1562,1,1,2,US,US,1994-01-01,0.3297609672357545,0.5473972498116102,0,2
1563,1563,1563,1563,1,1,2,US,US,1994-01-01,0.3415251323339773,0.9894050717033658,0,4
1564,1564,1564,1564,1,1,1,US,US,1994-01-01,0.9279761577087604,0.9324965364298918,1,7
1565,1565,1565,1565,1,1,1,US,US,1994-01-01,0.9883112398864754,0.4824276756822742,0,5
1566,1566,1566,1566,1,1,2,US,US,1994-01-01,0.0179252577010009,0.6107820359724985,1,2
1567,1567,1567,1567,1,1,2,US,US,1994-01-01,0.5117044045698684,0.3204375372879685,1,4
1568,1568,1568,1568,1,1,1,US,US,1994-01-01,0.3835026747299065,0.8922962743296734,0,5
1569,1569,1569,1569,1,1,2,US,US,1994-01-01,0.9065293913213855,0.9729638824093568,1,5
1570,1570,1570,1570,1,1,2,US,US,1994-01-01,0.601455241562045,0.8875576541824437,1,2
1571,1571,1571,1571,1,1,1,US,US,1994-01-01,0.938677188702716,0.0953021922499675,0,2
1572,1572,1572,1572,1,1,1,US,US,1994-01-01,0.5808188839316947,0.6481101240744973,1,3
1573,1573,1573,1573,1,1,1,US,US,1994-01-01,0.6258478707353642,0.2012670145583034,1,5
1574,1574,1574,1574,1,1,1,US,US,1994-01-01,0.96417886836313,0.9847217676718848,1,2
1575,1575,1575,1575,1,1,2,US,US,1994-01-01,0.4847529918840352,0.9885662483837372,1,6
1576,1576,1576,1576,1,1,2,US,US,1994-01-01,0.7995665384008641,0.4484268045195471,1,6
1577,1577,1577,1577,1,1,2,US,US,1994-01-01,0.1450064627542061,0.7932043699913514,0,5
1578,1578,1578,1578,1,1,1,US,US,1994-01-01,0.9152799222276063,0.1987680529423197,1,3
1579,1579,1579,1579,1,1,1,US,US,1994-01-01,0.4084686843734449,0.7482296076362849,1,6
1580,1580,1580,1580,1,1,1,US,US,1994-01-01,0.0425792546350748,0.5545267183380878,1,4
1581,1581,1581,1581,1,1,2,US,US,1994-01-01,0.012366374678514,0.7939407996338735,1,4
1582,1582,1582,1582,1,1,1,US,US,1994-01-01,0.9440655367890912,0.805065483151128,1,4
1583,1583,1583,1583,1,1,2,US,US,1994-01-01,0.9780709966171062,0.8733534716387809,1,4
1584,1584,1584,1584,1,1,1,US,US,1994-01-01,0.608277407813514,0.6963958350488675,0,5
1585,1585,1585,1585,1,1,2,US,US,1994-01-01,0.7486167751683039,0.0370772351771277,1,2
1586,1586,1586,1586,1,1,1,US,US,1994-01-01,0.4333574884015317,0.7551716774242218,1,7
1587,1587,1587,1587,1,1,1,US,US,1994-01-01,0.7353305036772673,0.6457064137234153,0,4
1588,1588,1588,1588,1,1,2,US,US,1994-01-01,0.7618090479247358,0.6586024243742747,1,2
1589,1589,1589,1589,1,1,2,US,US,1994-01-01,0.6003951690323335,0.3797131735710281,0,4
1590,1590,1590,1590,1,1,1,US,US,1994-01-01,0.7888240571163116,0.9338583186968172,1,3
1591,1591,1591,1591,1,1,2,US,US,1994-01-01,0.9134603487531604,0.5061847798454704,1,4
1592,1592,1592,1592,1,1,1,US,US,1994-01-01,0.9908346497675278,0.5994411008474996,0,5
1593,1593,1593,1593,1,1,1,US,US,1994-01-01,0.6637716983688068,0.5343899408756763,0,5
1594,1594,1594,1594,1,1,2,US,US,1994-01-01,0.7071940169668554,0.5983022491127267,1,2
1595,1595,1595,1595,1,1,2,US,US,1994-01-01,0.5990530571726003,0.871627922634091,1,4
1596,1596,1596,1596,1,1,1,US,US,1994-01-01,0.6943536360425727,0.6420395978499888,0,2
1597,1597,1597,1597,1,1,2,US,US,1994-01-01,0.318648967694731,0.6583535836887473,1,4
1598,1598,1598,1598,1,1,1,US,US,1994-01-01,0.6002941880753809,0.93490695052933,0,5
1599,1599,1599,1599,1,1,2,US,US,1994-01-01,0.477843427546641,0.6727207171355323,0,5
1600,1600,1600,1600,1,1,1,US,US,1994-01-01,0.7827620183847193,0.8800255317778667,0,4
1601,1601,1601,1601,1,1,2,US,US,1994-01-01,0.8269311628881548,0.1459459224086073,1,6
1602,1602,1602,1602,1,1,1,US,US,1994-01-01,0.7734443705565164,0.8591533390173595,1,4
1603,1603,1603,1603,1,1,1,US,US,1994-01-01,0.3515033161356559,0.7183534047159175,0,3
1604,1604,1604,1604,1,1,1,US,US,1994-01-01,0.3053470592498454,0.267633889332862,1,4
1605,1605,1605,1605,1,1,1,US,US,1994-01-01,0.336753506976557,0.1092862694575892,1,6
1606,1606,1606,1606,1,1,3,US,US,1994-01-01,0.1021361817146088,0.0848597469131723,1,2
1607,1607,1607,1607,1,1,2,US,US,1994-01-01,0.7879680146429966,0.5604738209348246,1,4
1608,1608,1608,1608,1,1,2,US,US,1994-01-01,0.3840892961649338,0.5454211586680069,0,7
1609,1609,1609,1609,1,1,2,US,US,1994-01-01,0.6923086178980971,0.4290832961446617,1,7
1610,1610,1610,1610,1,1,2,US,US,1994-01-01,0.2292895445973657,0.5491593288347654,1,4
1611,1611,1611,1611,1,1,2,US,US,1994-01-01,0.7485729356662562,0.9074591161313788,0,2
1612,1612,1612,1612,1,1,2,US,US,1994-01-01,0.0833205854012939,0.2515359388922863,1,4
1613,1613,1613,1613,1,1,1,US,US,1994-01-01,0.7958573151191086,0.6167785083355846,1,3
1614,1614,1614,1614,1,1,1,US,US,1994-01-01,0.0687413538990899,0.5605149742306945,1,3
1615,1615,1615,1615,1,1,1,US,US,1994-01-01,0.0080391572522967,0.5502108940836457,1,3
1616,1616,1616,1616,1,1,1,US,US,1994-01-01,0.9488735418850744,0.9857446146409096,0,6
1617,1617,1617,1617,1,1,2,US,US,1994-01-01,0.5735285943324917,0.1490277256701133,1,6
1618,1618,1618,1618,1,1,2,US,US,1994-01-01,0.742412478286258,0.7230079863563592,0,5
1619,1619,1619,1619,1,1,2,US,US,1994-01-01,0.9760607741204588,0.3093074118164918,1,5
1620,1620,1620,1620,1,1,1,US,US,1994-01-01,0.4466187716879016,0.1415717538372901,0,4
1621,1621,1621,1621,1,1,3,US,US,1994-01-01,0.6303832294331462,0.6931299496847105,0,2
1622,1622,1622,1622,1,1,2,US,US,1994-01-01,0.7511915664035209,0.7836589653272663,1,2
1623,1623,1623,1623,1,1,2,US,US,1994-01-01,0.388169870880121,0.8892977576989753,1,5
1624,1624,1624,1624,1,1,1,US,US,1994-01-01,0.5193542733729999,0.1423105581119645,0,5
1625,1625,1625,1625,1,1,1,US,US,1994-01-01,0.8111168238653844,0.9422261891768996,0,3
1626,1626,1626,1626,1,1,2,US,US,1994-01-01,0.8104150238756265,0.0102030930100179,1,5
1627,1627,1627,1627,1,1,2,US,US,1994-01-01,0.9828859020324308,0.8253427059170155,0,5
1628,1628,1628,1628,1,1,1,US,US,1994-01-01,0.0891913776262185,0.0089720784287797,1,2
1629,1629,1629,1629,1,1,2,US,US,1994-01-01,0.6693417486518034,0.8467779161038402,0,3
1630,1630,1630,1630,1,1,1,US,US,1994-01-01,0.5198911147633005,0.3914829706884871,0,3
1631,1631,1631,1631,1,1,1,US,US,1994-01-01,0.316174014138243,0.9467467009037648,0,5
1632,1632,1632,1632,1,1,1,US,US,1994-01-01,0.3736606753347469,0.6558706363924189,1,5
1633,1633,1633,1633,1,1,2,US,US,1994-01-01,0.0147494155519349,0.9556427899370756,0,2
1634,1634,1634,1634,1,1,1,US,US,1994-01-01,0.6570519117643976,0.9402509386120677,0,4
1635,1635,1635,1635,1,1,1,US,US,1994-01-01,0.6266711717135974,0.506342458551089,1,4
1636,1636,1636,1636,1,1,2,US,US,1994-01-01,0.3408896234025614,0.3156151532357318,1,2
1637,1637,1637,1637,1,1,2,US,US,1994-01-01,0.9157729409201252,0.5486956584232157,1,6
1638,1638,1638,1638,1,1,1,US,US,1994-01-01,0.564771023152957,0.8662864421163445,0,4
1639,1639,1639,1639,1,1,2,US,US,1994-01-01,0.7375648105844087,0.2172674077437685,1,4
1640,1640,1640,1640,1,1,1,US,US,1994-01-01,0.4784900986131097,0.4379543078403763,1,4
1641,1641,1641,1641,1,1,1,US,US,1994-01-01,0.7633668221556897,0.568329735280463,1,4
1642,1642,1642,1642,1,1,2,US,US,1994-01-01,0.870103926153104,0.0868785449274542,1,4
1643,1643,1643,1643,1,1,2,US,US,1994-01-01,0.850063738483853,0.4620548009892224,1,6
1644,1644,1644,1644,1,1,2,US,US,1994-01-01,0.3974836912352854,0.6683880231161051,1,4
1645,1645,1645,1645,1,1,1,US,US,1994-01-01,0.9654115445129272,0.9562145800418478,0,7
1646,1646,1646,1646,1,1,1,US,US,1994-01-01,0.1200959536525763,0.6130969313796792,0,3
1647,1647,1647,1647,1,1,1,US,US,1994-01-01,0.7778492844583218,0.4871360504553778,0,4
1648,1648,1648,1648,1,1,2,US,US,1994-01-01,0.1902713081297837,0.639884441239404,1,6
1649,1649,1649,1649,1,1,1,US,US,1994-01-01,0.5526226835130219,0.5760417001139148,0,3
1650,1650,1650,1650,1,1,1,US,US,1994-01-01,0.5618550609576176,0.3884883403132749,0,4
1651,1651,1651,1651,1,1,1,US,US,1994-01-01,0.4819896403259112,0.2582220096901553,1,4
1652,1652,1652,1652,1,1,2,US,US,1994-01-01,0.74133873293654,0.1807387914581958,0,3
1653,1653,1653,1653,1,1,2,US,US,1994-01-01,0.3814124963705178,0.8824779939184206,0,2
1654,1654,1654,1654,1,1,1,US,US,1994-01-01,0.6381340458367875,0.8846959605072446,1,3
1655,1655,1655,1655,1,1,1,US,US,1994-01-01,0.7429988782727452,0.0157160229275879,1,4
1656,1656,1656,1656,1,1,1,US,US,1994-01-01,0.3757012369226081,0.5286681819902753,1,5
1657,1657,1657,1657,1,1,2,US,US,1994-01-01,0.8254834232003823,0.762598632082793,0,3
1658,1658,1658,1658,1,1,2,US,US,1994-01-01,0.7581967747554941,0.7705709288686092,1,3
1659,1659,1659,1659,1,1,1,US,US,1994-01-01,0.3586723673316574,0.1677176930175209,0,4
1660,1660,1660,1660,1,1,2,US,US,1994-01-01,0.772620878608276,0.9958650156912096,1,2
1661,1661,1661,1661,1,1,2,US,US,1994-01-01,0.2471066992574679,0.894550830659826,0,5
1662,1662,1662,1662,1,1,2,US,US,1994-01-01,0.4677799609458012,0.925270291042366,0,5
1663,1663,1663,1663,1,1,1,US,US,1994-01-01,0.638694344153313,0.2203570258341634,1,6
1664,1664,1664,1664,1,1,1,US,US,1994-01-01,0.702438280681292,0.7073278757734043,1,6
1665,1665,1665,1665,1,1,1,US,US,1994-01-01,0.0684397301206516,0.8088947190839246,0,3
1666,1666,1666,1666,1,1,2,US,US,1994-01-01,0.6794778256164664,0.5167768946835198,1,3
1667,1667,1667,1667,1,1,2,US,US,1994-01-01,0.4455640248325841,0.8520075675224388,1,2
1668,1668,1668,1668,1,1,2,US,US,1994-01-01,0.5395635612204545,0.4859795529012402,1,5
1669,1669,1669,1669,1,1,2,US,US,1994-01-01,0.4872612811523554,0.6221839707692864,1,5
1670,1670,1670,1670,1,1,1,US,US,1994-01-01,0.8960487810815136,0.5172260113512301,0,3
1671,1671,1671,1671,1,1,2,US,US,1994-01-01,0.8706476406910253,0.6461884158004452,0,3
1672,1672,1672,1672,1,1,1,US,US,1994-01-01,0.2913202074014308,0.6410513045731676,0,7
1673,1673,1673,1673,1,1,1,US,US,1994-01-01,0.22065129837243,0.767061124362193,1,7
1674,1674,1674,1674,1,1,2,US,US,1994-01-01,0.5123097248060584,0.4581279738850227,1,5
1675,1675,1675,1675,1,1,2,US,US,1994-01-01,0.1420939439144407,0.742753494286126,1,4
1676,1676,1676,1676,1,1,2,US,US,1994-01-01,0.6043588802327602,0.8163003059618728,0,3
1677,1677,1677,1677,1,1,1,US,US,1994-01-01,0.5070351855972057,0.0476031258751517,0,7
1678,1678,1678,1678,1,1,1,US,US,1994-01-01,0.1898450264145616,0.5346071006263069,1,5
1679,1679,1679,1679,1,1,2,US,US,1994-01-01,0.4794017670500262,0.8182422979693548,1,3
1680,1680,1680,1680,1,1,2,US,US,1994-01-01,0.87819223678739,0.9024792883860376,1,4
1681,1681,1681,1681,1,1,2,US,US,1994-01-01,0.8324795360755474,0.8588776255079082,1,4
1682,1682,1682,1682,1,1,1,US,US,1994-01-01,0.4623848797679382,0.980093790763642,1,4
1683,1683,1683,1683,1,1,2,US,US,1994-01-01,0.0426871435071347,0.8168080305703315,0,3
1684,1684,1684,1684,1,1,1,US,US,1994-01-01,0.7179625048984868,0.9149787634967084,1,4
1685,1685,1685,1685,1,1,2,US,US,1994-01-01,0.4585960478385977,0.1279334812832546,0,3
1686,1686,1686,1686,1,1,1,US,US,1994-01-01,0.9218256061225244,0.5066370624246466,1,5
1687,1687,1687,1687,1,1,1,US,US,1994-01-01,0.8918476091743652,0.2505018075662045,1,6
1688,1688,1688,1688,1,1,1,US,US,1994-01-01,0.957054725602295,0.9785204026769804,1,5
1689,1689,1689,1689,1,1,2,US,US,1994-01-01,0.2051974012548198,0.6896100643797398,0,7
1690,1690,1690,1690,1,1,2,US,US,1994-01-01,0.4226421417105314,0.8912997273546587,0,3
1691,1691,1691,1691,1,1,1,US,US,1994-01-01,0.0755435604633524,0.8901689521141907,1,3
1692,1692,1692,1692,1,1,1,US,US,1994-01-01,0.2121607000051073,0.9700519701282592,0,4
1693,1693,1693,1693,1,1,2,US,US,1994-01-01,0.7660566206066898,0.5864413925836696,1,3
1694,1694,1694,1694,1,1,1,US,US,1994-01-01,0.8059255531924563,0.3045668156003401,1,4
1695,1695,1695,1695,1,1,2,US,US,1994-01-01,0.5529135291246599,0.1624750338959897,1,5
1696,1696,1696,1696,1,1,1,US,US,1994-01-01,0.4735009916720289,0.470933309674435,0,3
1697,1697,1697,1697,1,1,1,US,US,1994-01-01,0.5556467605451976,0.7883175092538537,1,4
1698,1698,1698,1698,1,1,2,US,US,1994-01-01,0.1855404580853585,0.4834877371789575,1,2
1699,1699,1699,1699,1,1,2,US,US,1994-01-01,0.8915545271307644,0.1595786669623042,0,4
1700,1700,1700,1700,1,1,1,US,US,1994-01-01,0.2922426201220987,0.3659115680379188,0,4
1701,1701,1701,1701,1,1,1,US,US,1994-01-01,0.2448523738862379,0.2865578988022343,1,4
1702,1702,1702,1702,1,1,1,US,US,1994-01-01,0.3186568461300564,0.8647023102467719,0,4
1703,1703,1703,1703,1,1,2,US,US,1994-01-01,0.774054531167975,0.6294392628193668,0,4
1704,1704,1704,1704,1,1,2,US,US,1994-01-01,0.613234883124472,0.5037175797636858,0,6
1705,1705,1705,1705,1,1,1,US,US,1994-01-01,0.085178765982366,0.7430211153531856,1,6
1706,1706,1706,1706,1,1,1,US,US,1994-01-01,0.984972958555372,0.6253010339905818,1,6
1707,1707,1707,1707,1,1,2,US,US,1994-01-01,0.6029653698151412,0.6742286816181179,0,4
1708,1708,1708,1708,1,1,2,US,US,1994-01-01,0.0833694033765975,0.9140772111297788,1,4
1709,1709,1709,1709,1,1,2,US,US,1994-01-01,0.9870975911211894,0.685773233042552,1,3
1710,1710,1710,1710,1,1,1,US,US,1994-01-01,0.7557603570601672,0.708448603329117,0,3
1711,1711,1711,1711,1,1,3,US,US,1994-01-01,0.7070327547792263,0.0418356449049958,1,7
1712,1712,1712,1712,1,1,1,US,US,1994-01-01,0.877019656669842,0.8618484856837179,0,2
1713,1713,1713,1713,1,1,2,US,US,1994-01-01,0.8160584575162616,0.0417275485329426,1,5
1714,1714,1714,1714,1,1,2,US,US,1994-01-01,0.7076779922632959,0.5376696928877926,0,5
1715,1715,1715,1715,1,1,1,US,US,1994-01-01,0.8148942589956937,0.6317104094944719,0,3
1716,1716,1716,1716,1,1,1,US,US,1994-01-01,0.3304406601506943,0.6223988805650147,0,3
1717,1717,1717,1717,1,1,1,US,US,1994-01-01,0.7694647284607216,0.5288494879262771,1,4
1718,1718,1718,1718,1,1,2,US,US,1994-01-01,0.9124749215069716,0.3195967085985318,0,7
1719,1719,1719,1719,1,1,2,US,US,1994-01-01,0.322312147113113,0.9784945809965506,1,5
1720,1720,1720,1720,1,1,2,US,US,1994-01-01,0.9393111339254432,0.1528679719474364,1,4
1721,1721,1721,1721,1,1,2,US,US,1994-01-01,0.7598045962539299,0.9206168283382687,0,2
1722,1722,1722,1722,1,1,1,US,US,1994-01-01,0.5568202267911091,0.7494845721540278,0,3
1723,1723,1723,1723,1,1,1,US,US,1994-01-01,0.4452103312496429,0.9971835926875174,1,2
1724,1724,1724,1724,1,1,2,US,US,1994-01-01,0.9973069076774927,0.3534801227818182,1,6
