,Unnamed: 0.3,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,ethnicity,sex,feature_0,country,state,date,predicted_outcome,sensitive_0,feature_1,feature_2,age
3059,3059,3059,3059,3059,2,1,1,US,US,1994-01-01,1,0,1,1,4
3060,3060,3060,3060,3060,2,1,1,US,US,1994-01-01,0,1,4,4,5
3061,3061,3061,3061,3061,2,1,1,US,US,1994-01-01,0,1,1,1,3
3062,3062,3062,3062,3062,2,1,1,US,US,1994-01-01,1,1,1,1,3
3063,3063,3063,3063,3063,2,1,1,US,US,1994-01-01,0,0,1,4,5
3064,3064,3064,3064,3064,2,1,3,US,US,1994-01-01,0,1,1,1,5
3065,3065,3065,3065,3065,2,1,1,US,US,1994-01-01,0,0,4,1,3
3066,3066,3066,3066,3066,2,1,2,US,US,1994-01-01,1,1,1,1,3
3067,3067,3067,3067,3067,2,1,2,US,US,1994-01-01,1,0,1,1,2
3068,3068,3068,3068,3068,2,1,2,US,US,1994-01-01,1,0,4,1,6
3069,3069,3069,3069,3069,2,1,2,US,US,1994-01-01,1,1,1,1,4
3070,3070,3070,3070,3070,2,1,1,US,US,1994-01-01,1,0,4,4,5
3071,3071,3071,3071,3071,2,1,2,US,US,1994-01-01,1,1,1,1,3
3072,3072,3072,3072,3072,2,1,1,US,US,1994-01-01,0,1,1,1,5
3073,3073,3073,3073,3073,2,1,2,US,US,1994-01-01,0,0,1,1,3
3074,3074,3074,3074,3074,2,1,2,US,US,1994-01-01,1,0,1,4,3
3075,3075,3075,3075,3075,2,1,2,US,US,1994-01-01,1,1,1,1,4
3076,3076,3076,3076,3076,2,1,1,US,US,1994-01-01,0,0,1,1,2
3077,3077,3077,3077,3077,2,1,1,US,US,1994-01-01,0,1,1,1,4
3078,3078,3078,3078,3078,2,1,2,US,US,1994-01-01,0,0,1,1,3
3079,3079,3079,3079,3079,2,1,2,US,US,1994-01-01,1,1,1,4,2
3080,3080,3080,3080,3080,2,1,2,US,US,1994-01-01,1,1,1,4,3
3081,3081,3081,3081,3081,2,1,2,US,US,1994-01-01,1,0,4,1,3
3082,3082,3082,3082,3082,2,1,2,US,US,1994-01-01,0,0,1,1,4
3083,3083,3083,3083,3083,2,1,2,US,US,1994-01-01,0,1,1,4,3
3084,3084,3084,3084,3084,2,1,1,US,US,1994-01-01,0,1,1,1,4
3085,3085,3085,3085,3085,2,1,2,US,US,1994-01-01,1,1,4,1,5
3086,3086,3086,3086,3086,2,1,1,US,US,1994-01-01,0,0,1,1,3
3087,3087,3087,3087,3087,2,1,2,US,US,1994-01-01,0,0,1,1,4
3088,3088,3088,3088,3088,2,1,1,US,US,1994-01-01,0,0,1,1,6
3089,3089,3089,3089,3089,2,1,2,US,US,1994-01-01,1,1,1,1,3
3090,3090,3090,3090,3090,2,1,1,US,US,1994-01-01,1,0,1,4,6
3091,3091,3091,3091,3091,2,1,1,US,US,1994-01-01,0,1,1,4,3
3092,3092,3092,3092,3092,2,1,1,US,US,1994-01-01,1,1,1,4,3
3093,3093,3093,3093,3093,2,1,1,US,US,1994-01-01,0,1,1,4,2
3094,3094,3094,3094,3094,2,1,1,US,US,1994-01-01,0,0,4,1,4
3095,3095,3095,3095,3095,2,1,2,US,US,1994-01-01,1,0,1,4,2
3096,3096,3096,3096,3096,2,1,1,US,US,1994-01-01,1,1,4,1,3
3097,3097,3097,3097,3097,2,1,1,US,US,1994-01-01,0,0,1,1,4
3098,3098,3098,3098,3098,2,1,2,US,US,1994-01-01,1,0,1,1,5
3099,3099,3099,3099,3099,2,1,2,US,US,1994-01-01,1,0,4,4,5
3100,3100,3100,3100,3100,2,1,2,US,US,1994-01-01,0,1,1,1,5
3101,3101,3101,3101,3101,2,1,1,US,US,1994-01-01,0,1,1,1,2
3102,3102,3102,3102,3102,2,1,2,US,US,1994-01-01,1,1,4,1,3
3103,3103,3103,3103,3103,2,1,1,US,US,1994-01-01,0,1,4,1,4
3104,3104,3104,3104,3104,2,1,1,US,US,1994-01-01,1,1,1,4,4
3105,3105,3105,3105,3105,2,1,2,US,US,1994-01-01,0,1,1,1,2
3106,3106,3106,3106,3106,2,1,1,US,US,1994-01-01,0,1,1,1,4
3107,3107,3107,3107,3107,2,1,1,US,US,1994-01-01,0,0,1,4,3
3108,3108,3108,3108,3108,2,1,2,US,US,1994-01-01,0,0,4,1,3
3109,3109,3109,3109,3109,2,1,2,US,US,1994-01-01,0,0,1,1,6
3110,3110,3110,3110,3110,2,1,2,US,US,1994-01-01,1,1,4,4,3
3111,3111,3111,3111,3111,2,1,1,US,US,1994-01-01,1,0,1,1,3
3112,3112,3112,3112,3112,2,1,1,US,US,1994-01-01,0,1,4,1,4
3113,3113,3113,3113,3113,2,1,2,US,US,1994-01-01,0,1,1,1,4
3114,3114,3114,3114,3114,2,1,2,US,US,1994-01-01,0,0,1,1,3
3115,3115,3115,3115,3115,2,1,1,US,US,1994-01-01,0,1,1,4,5
3116,3116,3116,3116,3116,2,1,1,US,US,1994-01-01,0,0,4,1,4
3117,3117,3117,3117,3117,2,1,1,US,US,1994-01-01,0,0,4,1,4
3118,3118,3118,3118,3118,2,1,1,US,US,1994-01-01,1,0,1,1,4
3119,3119,3119,3119,3119,2,1,1,US,US,1994-01-01,1,1,1,1,2
3120,3120,3120,3120,3120,2,1,1,US,US,1994-01-01,0,1,1,1,3
3121,3121,3121,3121,3121,2,1,2,US,US,1994-01-01,1,1,1,4,4
3122,3122,3122,3122,3122,2,1,2,US,US,1994-01-01,0,1,1,4,4
3123,3123,3123,3123,3123,2,1,1,US,US,1994-01-01,1,0,1,1,3
3124,3124,3124,3124,3124,2,1,2,US,US,1994-01-01,0,0,1,1,4
3125,3125,3125,3125,3125,2,1,2,US,US,1994-01-01,0,0,4,1,4
3126,3126,3126,3126,3126,2,1,1,US,US,1994-01-01,1,0,1,1,6
3127,3127,3127,3127,3127,2,1,1,US,US,1994-01-01,1,1,1,1,3
3128,3128,3128,3128,3128,2,1,1,US,US,1994-01-01,0,0,4,4,2
3129,3129,3129,3129,3129,2,1,1,US,US,1994-01-01,0,0,1,1,2
3130,3130,3130,3130,3130,2,1,1,US,US,1994-01-01,1,1,1,1,6
3131,3131,3131,3131,3131,2,1,2,US,US,1994-01-01,0,1,1,1,3
3132,3132,3132,3132,3132,2,1,1,US,US,1994-01-01,1,1,1,4,4
3133,3133,3133,3133,3133,2,1,1,US,US,1994-01-01,1,0,1,1,2
3134,3134,3134,3134,3134,2,1,1,US,US,1994-01-01,1,1,1,1,2
3135,3135,3135,3135,3135,2,1,1,US,US,1994-01-01,0,1,4,4,4
3136,3136,3136,3136,3136,2,1,1,US,US,1994-01-01,0,1,1,1,3
3137,3137,3137,3137,3137,2,1,1,US,US,1994-01-01,0,1,1,1,5
3138,3138,3138,3138,3138,2,1,1,US,US,1994-01-01,1,0,1,1,3
3139,3139,3139,3139,3139,2,1,1,US,US,1994-01-01,0,0,1,1,5
3140,3140,3140,3140,3140,2,1,1,US,US,1994-01-01,1,0,1,1,2
3141,3141,3141,3141,3141,2,1,2,US,US,1994-01-01,1,1,1,1,3
3142,3142,3142,3142,3142,2,1,2,US,US,1994-01-01,0,0,4,1,3
3143,3143,3143,3143,3143,2,1,1,US,US,1994-01-01,1,1,4,4,2
3144,3144,3144,3144,3144,2,1,1,US,US,1994-01-01,0,0,1,1,7
3145,3145,3145,3145,3145,2,1,3,US,US,1994-01-01,1,1,1,4,3
3146,3146,3146,3146,3146,2,1,2,US,US,1994-01-01,1,1,4,1,2
3147,3147,3147,3147,3147,2,1,2,US,US,1994-01-01,1,1,1,1,4
3148,3148,3148,3148,3148,2,1,1,US,US,1994-01-01,1,1,1,1,6
3149,3149,3149,3149,3149,2,1,2,US,US,1994-01-01,0,1,1,4,3
3150,3150,3150,3150,3150,2,1,2,US,US,1994-01-01,1,0,1,1,4
3151,3151,3151,3151,3151,2,1,1,US,US,1994-01-01,1,0,1,1,4
3152,3152,3152,3152,3152,2,1,1,US,US,1994-01-01,0,0,1,4,4
3153,3153,3153,3153,3153,2,1,1,US,US,1994-01-01,0,0,4,1,5
3154,3154,3154,3154,3154,2,1,1,US,US,1994-01-01,0,1,1,1,2
3155,3155,3155,3155,3155,2,1,1,US,US,1994-01-01,1,0,1,1,3
3156,3156,3156,3156,3156,2,1,2,US,US,1994-01-01,0,0,1,1,4
3157,3157,3157,3157,3157,2,1,2,US,US,1994-01-01,0,1,1,4,3
3158,3158,3158,3158,3158,2,1,1,US,US,1994-01-01,0,1,1,1,4
3159,3159,3159,3159,3159,2,1,2,US,US,1994-01-01,0,0,1,1,4
3160,3160,3160,3160,3160,2,1,2,US,US,1994-01-01,1,1,1,4,3
3161,3161,3161,3161,3161,2,1,1,US,US,1994-01-01,1,1,1,1,3
3162,3162,3162,3162,3162,2,1,2,US,US,1994-01-01,1,1,1,1,5
3163,3163,3163,3163,3163,2,1,1,US,US,1994-01-01,1,1,1,4,4
3164,3164,3164,3164,3164,2,1,1,US,US,1994-01-01,1,0,4,4,3
3165,3165,3165,3165,3165,2,1,1,US,US,1994-01-01,0,0,4,1,4
3166,3166,3166,3166,3166,2,1,1,US,US,1994-01-01,1,1,4,4,2
3167,3167,3167,3167,3167,2,1,1,US,US,1994-01-01,1,1,1,4,5
3168,3168,3168,3168,3168,2,1,2,US,US,1994-01-01,0,0,4,1,3
3169,3169,3169,3169,3169,2,1,1,US,US,1994-01-01,1,0,1,1,2
3170,3170,3170,3170,3170,2,1,1,US,US,1994-01-01,1,1,1,1,3
3171,3171,3171,3171,3171,2,1,1,US,US,1994-01-01,1,0,1,1,4
3172,3172,3172,3172,3172,2,1,1,US,US,1994-01-01,0,0,1,1,4
3173,3173,3173,3173,3173,2,1,2,US,US,1994-01-01,1,0,4,4,2
3174,3174,3174,3174,3174,2,1,1,US,US,1994-01-01,0,0,1,1,5
3175,3175,3175,3175,3175,2,1,1,US,US,1994-01-01,0,0,4,4,4
3176,3176,3176,3176,3176,2,1,1,US,US,1994-01-01,1,0,1,4,6
3177,3177,3177,3177,3177,2,1,2,US,US,1994-01-01,0,0,1,1,5
3178,3178,3178,3178,3178,2,1,2,US,US,1994-01-01,0,1,1,1,6
3179,3179,3179,3179,3179,2,1,3,US,US,1994-01-01,0,0,1,4,3
3180,3180,3180,3180,3180,2,1,2,US,US,1994-01-01,0,1,1,1,3
3181,3181,3181,3181,3181,2,1,2,US,US,1994-01-01,0,1,1,1,3
3182,3182,3182,3182,3182,2,1,3,US,US,1994-01-01,1,0,1,1,2
3183,3183,3183,3183,3183,2,1,1,US,US,1994-01-01,1,0,4,1,7
3184,3184,3184,3184,3184,2,1,1,US,US,1994-01-01,1,1,4,1,4
3185,3185,3185,3185,3185,2,1,2,US,US,1994-01-01,0,1,1,1,6
3186,3186,3186,3186,3186,2,1,1,US,US,1994-01-01,0,1,1,4,2
3187,3187,3187,3187,3187,2,1,1,US,US,1994-01-01,1,0,1,1,4
3188,3188,3188,3188,3188,2,1,2,US,US,1994-01-01,0,0,1,1,3
3189,3189,3189,3189,3189,2,1,1,US,US,1994-01-01,0,1,1,1,4
3190,3190,3190,3190,3190,2,1,1,US,US,1994-01-01,0,1,1,1,4
3191,3191,3191,3191,3191,2,1,1,US,US,1994-01-01,1,1,1,4,6
3192,3192,3192,3192,3192,2,1,2,US,US,1994-01-01,0,1,4,4,2
3193,3193,3193,3193,3193,2,1,2,US,US,1994-01-01,1,0,1,1,3
3194,3194,3194,3194,3194,2,1,1,US,US,1994-01-01,1,1,1,1,2
3195,3195,3195,3195,3195,2,1,2,US,US,1994-01-01,0,1,1,4,5
3196,3196,3196,3196,3196,2,1,2,US,US,1994-01-01,1,1,4,1,2
3197,3197,3197,3197,3197,2,1,1,US,US,1994-01-01,1,0,1,1,4
3198,3198,3198,3198,3198,2,1,1,US,US,1994-01-01,1,1,1,1,2
3199,3199,3199,3199,3199,2,1,1,US,US,1994-01-01,0,1,1,4,3
3200,3200,3200,3200,3200,2,1,1,US,US,1994-01-01,0,1,1,1,7
3201,3201,3201,3201,3201,2,1,2,US,US,1994-01-01,1,0,1,4,3
3202,3202,3202,3202,3202,2,1,1,US,US,1994-01-01,0,0,1,1,6
3203,3203,3203,3203,3203,2,1,2,US,US,1994-01-01,1,0,4,4,5
3204,3204,3204,3204,3204,2,1,1,US,US,1994-01-01,1,0,1,4,4
3205,3205,3205,3205,3205,2,1,2,US,US,1994-01-01,1,1,4,4,2
3206,3206,3206,3206,3206,2,1,1,US,US,1994-01-01,1,0,1,1,3
3207,3207,3207,3207,3207,2,1,2,US,US,1994-01-01,1,0,1,1,6
3208,3208,3208,3208,3208,2,1,1,US,US,1994-01-01,0,0,1,1,3
3209,3209,3209,3209,3209,2,1,2,US,US,1994-01-01,0,0,1,1,4
3210,3210,3210,3210,3210,2,1,2,US,US,1994-01-01,0,0,4,1,7
3211,3211,3211,3211,3211,2,1,2,US,US,1994-01-01,1,0,1,1,2
3212,3212,3212,3212,3212,2,1,2,US,US,1994-01-01,0,0,1,1,4
3213,3213,3213,3213,3213,2,1,2,US,US,1994-01-01,0,0,1,1,3
3214,3214,3214,3214,3214,2,1,2,US,US,1994-01-01,1,1,4,1,3
3215,3215,3215,3215,3215,2,1,2,US,US,1994-01-01,1,1,1,1,3
3216,3216,3216,3216,3216,2,1,2,US,US,1994-01-01,0,0,1,1,3
3217,3217,3217,3217,3217,2,1,2,US,US,1994-01-01,1,0,1,1,4
3218,3218,3218,3218,3218,2,1,2,US,US,1994-01-01,1,1,1,1,3
3219,3219,3219,3219,3219,2,1,2,US,US,1994-01-01,1,0,1,1,3
3220,3220,3220,3220,3220,2,1,2,US,US,1994-01-01,0,1,1,1,5
3221,3221,3221,3221,3221,2,1,2,US,US,1994-01-01,0,1,1,4,6
3222,3222,3222,3222,3222,2,1,1,US,US,1994-01-01,0,1,1,1,6
3223,3223,3223,3223,3223,2,1,2,US,US,1994-01-01,0,0,1,1,3
3224,3224,3224,3224,3224,2,1,2,US,US,1994-01-01,1,0,1,4,5
3225,3225,3225,3225,3225,2,1,1,US,US,1994-01-01,1,0,1,1,5
3226,3226,3226,3226,3226,2,1,3,US,US,1994-01-01,0,1,4,4,4
3227,3227,3227,3227,3227,2,1,1,US,US,1994-01-01,1,1,1,1,2
3228,3228,3228,3228,3228,2,1,1,US,US,1994-01-01,1,1,1,1,5
3229,3229,3229,3229,3229,2,1,2,US,US,1994-01-01,0,1,4,4,7
3230,3230,3230,3230,3230,2,1,1,US,US,1994-01-01,0,1,1,1,3
3231,3231,3231,3231,3231,2,1,2,US,US,1994-01-01,1,1,4,4,3
3232,3232,3232,3232,3232,2,1,1,US,US,1994-01-01,0,1,1,1,4
3233,3233,3233,3233,3233,2,1,1,US,US,1994-01-01,1,0,1,4,4
3234,3234,3234,3234,3234,2,1,1,US,US,1994-01-01,1,1,1,1,2
3235,3235,3235,3235,3235,2,1,1,US,US,1994-01-01,1,0,4,1,4
3236,3236,3236,3236,3236,2,1,1,US,US,1994-01-01,1,0,1,1,6
3237,3237,3237,3237,3237,2,1,1,US,US,1994-01-01,0,0,1,1,2
3238,3238,3238,3238,3238,2,1,2,US,US,1994-01-01,1,1,1,4,5
3239,3239,3239,3239,3239,2,1,1,US,US,1994-01-01,1,1,1,4,3
3240,3240,3240,3240,3240,2,1,1,US,US,1994-01-01,1,0,4,4,4
3241,3241,3241,3241,3241,2,1,1,US,US,1994-01-01,1,0,1,1,7
3242,3242,3242,3242,3242,2,1,2,US,US,1994-01-01,0,0,1,1,4
3243,3243,3243,3243,3243,2,1,1,US,US,1994-01-01,1,1,4,1,2
3244,3244,3244,3244,3244,2,1,1,US,US,1994-01-01,1,0,1,4,3
3245,3245,3245,3245,3245,2,1,2,US,US,1994-01-01,0,1,1,1,7
3246,3246,3246,3246,3246,2,1,2,US,US,1994-01-01,1,0,1,1,5
3247,3247,3247,3247,3247,2,1,2,US,US,1994-01-01,1,0,1,1,3
3248,3248,3248,3248,3248,2,1,1,US,US,1994-01-01,0,0,4,1,5
3249,3249,3249,3249,3249,2,1,2,US,US,1994-01-01,1,1,1,1,4
3250,3250,3250,3250,3250,2,1,2,US,US,1994-01-01,0,0,1,1,7
3251,3251,3251,3251,3251,2,1,1,US,US,1994-01-01,1,1,4,1,2
3252,3252,3252,3252,3252,2,1,2,US,US,1994-01-01,0,0,4,1,2
3253,3253,3253,3253,3253,2,1,2,US,US,1994-01-01,0,0,1,1,4
3254,3254,3254,3254,3254,2,1,1,US,US,1994-01-01,0,0,1,1,4
3255,3255,3255,3255,3255,2,1,2,US,US,1994-01-01,1,0,1,4,5
3256,3256,3256,3256,3256,2,1,2,US,US,1994-01-01,1,1,1,4,5
3257,3257,3257,3257,3257,2,1,2,US,US,1994-01-01,1,1,1,1,5
3258,3258,3258,3258,3258,2,1,1,US,US,1994-01-01,1,0,1,1,3
3259,3259,3259,3259,3259,2,1,1,US,US,1994-01-01,1,0,1,1,3
3260,3260,3260,3260,3260,2,1,1,US,US,1994-01-01,0,1,1,1,6
3261,3261,3261,3261,3261,2,1,2,US,US,1994-01-01,0,1,1,4,4
3262,3262,3262,3262,3262,2,1,2,US,US,1994-01-01,1,1,1,4,3
3263,3263,3263,3263,3263,2,1,2,US,US,1994-01-01,0,0,1,4,2
3264,3264,3264,3264,3264,2,1,1,US,US,1994-01-01,0,0,4,4,3
3265,3265,3265,3265,3265,2,1,1,US,US,1994-01-01,0,1,1,1,6
3266,3266,3266,3266,3266,2,1,2,US,US,1994-01-01,1,1,1,1,2
3267,3267,3267,3267,3267,2,1,1,US,US,1994-01-01,1,0,1,1,4
3268,3268,3268,3268,3268,2,1,1,US,US,1994-01-01,0,1,1,1,3
3269,3269,3269,3269,3269,2,1,1,US,US,1994-01-01,1,0,1,1,3
3270,3270,3270,3270,3270,2,1,1,US,US,1994-01-01,0,1,1,1,3
3271,3271,3271,3271,3271,2,1,1,US,US,1994-01-01,1,1,4,1,2
3272,3272,3272,3272,3272,2,1,1,US,US,1994-01-01,1,1,1,1,3
3273,3273,3273,3273,3273,2,1,1,US,US,1994-01-01,0,0,1,4,2
3274,3274,3274,3274,3274,2,1,1,US,US,1994-01-01,0,0,1,1,4
3275,3275,3275,3275,3275,2,1,1,US,US,1994-01-01,0,1,1,4,7
3276,3276,3276,3276,3276,2,1,2,US,US,1994-01-01,1,1,1,1,3
3277,3277,3277,3277,3277,2,1,1,US,US,1994-01-01,0,1,1,1,4
3278,3278,3278,3278,3278,2,1,1,US,US,1994-01-01,1,0,4,1,4
3279,3279,3279,3279,3279,2,1,1,US,US,1994-01-01,0,0,1,1,5
3280,3280,3280,3280,3280,2,1,1,US,US,1994-01-01,1,0,1,1,5
3281,3281,3281,3281,3281,2,1,1,US,US,1994-01-01,0,1,1,1,4
3282,3282,3282,3282,3282,2,1,1,US,US,1994-01-01,0,0,1,4,3
3283,3283,3283,3283,3283,2,1,1,US,US,1994-01-01,1,0,1,1,5
3284,3284,3284,3284,3284,2,1,1,US,US,1994-01-01,0,1,1,1,5
3285,3285,3285,3285,3285,2,1,2,US,US,1994-01-01,1,0,1,1,4
3286,3286,3286,3286,3286,2,1,2,US,US,1994-01-01,0,1,1,1,4
3287,3287,3287,3287,3287,2,1,3,US,US,1994-01-01,1,0,1,1,3
3288,3288,3288,3288,3288,2,1,2,US,US,1994-01-01,1,0,4,4,5
3289,3289,3289,3289,3289,2,1,1,US,US,1994-01-01,0,1,1,4,4
3290,3290,3290,3290,3290,2,1,1,US,US,1994-01-01,1,0,1,4,3
3291,3291,3291,3291,3291,2,1,1,US,US,1994-01-01,0,0,1,1,4
3292,3292,3292,3292,3292,2,1,1,US,US,1994-01-01,1,0,1,4,5
3293,3293,3293,3293,3293,2,1,2,US,US,1994-01-01,1,0,1,1,6
3294,3294,3294,3294,3294,2,1,2,US,US,1994-01-01,1,1,4,1,5
3295,3295,3295,3295,3295,2,1,2,US,US,1994-01-01,1,0,1,4,3
3296,3296,3296,3296,3296,2,1,1,US,US,1994-01-01,1,0,1,4,6
3297,3297,3297,3297,3297,2,1,1,US,US,1994-01-01,1,0,1,4,4
3298,3298,3298,3298,3298,2,1,2,US,US,1994-01-01,0,1,1,1,4
3299,3299,3299,3299,3299,2,1,1,US,US,1994-01-01,0,0,4,1,5
3300,3300,3300,3300,3300,2,1,1,US,US,1994-01-01,1,0,1,4,6
3301,3301,3301,3301,3301,2,1,3,US,US,1994-01-01,1,0,1,1,2
3302,3302,3302,3302,3302,2,1,2,US,US,1994-01-01,1,0,1,1,3
3303,3303,3303,3303,3303,2,1,1,US,US,1994-01-01,1,1,1,1,3
3304,3304,3304,3304,3304,2,1,1,US,US,1994-01-01,0,1,4,4,4
3305,3305,3305,3305,3305,2,1,1,US,US,1994-01-01,0,0,1,1,4
3306,3306,3306,3306,3306,2,1,2,US,US,1994-01-01,0,0,4,1,4
3307,3307,3307,3307,3307,2,1,2,US,US,1994-01-01,1,0,1,1,6
3308,3308,3308,3308,3308,2,1,2,US,US,1994-01-01,0,1,1,4,2
3309,3309,3309,3309,3309,2,1,2,US,US,1994-01-01,0,1,1,4,5
3310,3310,3310,3310,3310,2,1,1,US,US,1994-01-01,0,1,1,1,5
3311,3311,3311,3311,3311,2,1,1,US,US,1994-01-01,0,1,4,1,7
3312,3312,3312,3312,3312,2,1,1,US,US,1994-01-01,0,0,1,4,3
3313,3313,3313,3313,3313,2,1,2,US,US,1994-01-01,1,0,1,1,5
3314,3314,3314,3314,3314,2,1,1,US,US,1994-01-01,0,1,1,1,6
3315,3315,3315,3315,3315,2,1,2,US,US,1994-01-01,0,0,1,1,3
3316,3316,3316,3316,3316,2,1,1,US,US,1994-01-01,1,0,4,1,2
3317,3317,3317,3317,3317,2,1,1,US,US,1994-01-01,1,1,4,1,2
3318,3318,3318,3318,3318,2,1,2,US,US,1994-01-01,1,1,1,1,4
3319,3319,3319,3319,3319,2,1,2,US,US,1994-01-01,1,1,1,4,5
3320,3320,3320,3320,3320,2,1,1,US,US,1994-01-01,1,1,1,1,5
3321,3321,3321,3321,3321,2,1,1,US,US,1994-01-01,0,0,1,1,4
3322,3322,3322,3322,3322,2,1,1,US,US,1994-01-01,1,1,4,4,2
3323,3323,3323,3323,3323,2,1,2,US,US,1994-01-01,0,0,1,4,2
3324,3324,3324,3324,3324,2,1,1,US,US,1994-01-01,1,1,1,1,2
3325,3325,3325,3325,3325,2,1,2,US,US,1994-01-01,0,0,1,1,4
3326,3326,3326,3326,3326,2,1,2,US,US,1994-01-01,0,0,1,1,5
3327,3327,3327,3327,3327,2,1,1,US,US,1994-01-01,1,1,1,1,5
3328,3328,3328,3328,3328,2,1,2,US,US,1994-01-01,1,0,1,1,3
3329,3329,3329,3329,3329,2,1,1,US,US,1994-01-01,1,1,1,1,5
3330,3330,3330,3330,3330,2,1,2,US,US,1994-01-01,1,1,1,1,2
3331,3331,3331,3331,3331,2,1,1,US,US,1994-01-01,0,1,1,1,3
3332,3332,3332,3332,3332,2,1,2,US,US,1994-01-01,1,0,1,1,2
3333,3333,3333,3333,3333,2,1,2,US,US,1994-01-01,0,0,4,4,5
3334,3334,3334,3334,3334,2,1,2,US,US,1994-01-01,1,1,1,1,4
3335,3335,3335,3335,3335,2,1,1,US,US,1994-01-01,1,0,4,1,5
3336,3336,3336,3336,3336,2,1,2,US,US,1994-01-01,1,1,1,1,4
3337,3337,3337,3337,3337,2,1,1,US,US,1994-01-01,1,1,1,1,2
3338,3338,3338,3338,3338,2,1,2,US,US,1994-01-01,0,0,4,4,4
3339,3339,3339,3339,3339,2,1,1,US,US,1994-01-01,1,1,1,4,2
3340,3340,3340,3340,3340,2,1,1,US,US,1994-01-01,0,0,4,1,4
3341,3341,3341,3341,3341,2,1,2,US,US,1994-01-01,1,1,1,1,4
3342,3342,3342,3342,3342,2,1,2,US,US,1994-01-01,1,1,4,1,4
3343,3343,3343,3343,3343,2,1,2,US,US,1994-01-01,0,1,1,1,7
3344,3344,3344,3344,3344,2,1,2,US,US,1994-01-01,0,1,1,1,3
3345,3345,3345,3345,3345,2,1,2,US,US,1994-01-01,0,1,1,1,3
3346,3346,3346,3346,3346,2,1,2,US,US,1994-01-01,1,1,4,1,4
3347,3347,3347,3347,3347,2,1,2,US,US,1994-01-01,1,1,4,1,3
3348,3348,3348,3348,3348,2,1,2,US,US,1994-01-01,1,1,4,1,3
3349,3349,3349,3349,3349,2,1,2,US,US,1994-01-01,0,1,1,1,4
3350,3350,3350,3350,3350,2,1,2,US,US,1994-01-01,1,1,1,1,4
3351,3351,3351,3351,3351,2,1,2,US,US,1994-01-01,0,1,4,4,3
3352,3352,3352,3352,3352,2,1,2,US,US,1994-01-01,1,0,1,1,3
3353,3353,3353,3353,3353,2,1,1,US,US,1994-01-01,1,0,1,1,3
3354,3354,3354,3354,3354,2,1,1,US,US,1994-01-01,0,0,1,1,2
3355,3355,3355,3355,3355,2,1,1,US,US,1994-01-01,0,1,1,1,3
3356,3356,3356,3356,3356,2,1,1,US,US,1994-01-01,1,0,1,1,5
3357,3357,3357,3357,3357,2,1,1,US,US,1994-01-01,0,0,1,4,3
3358,3358,3358,3358,3358,2,1,1,US,US,1994-01-01,1,1,1,1,5
3359,3359,3359,3359,3359,2,1,1,US,US,1994-01-01,0,0,4,4,4
3360,3360,3360,3360,3360,2,1,1,US,US,1994-01-01,0,1,1,1,4
3361,3361,3361,3361,3361,2,1,1,US,US,1994-01-01,1,0,4,4,5
3362,3362,3362,3362,3362,2,1,2,US,US,1994-01-01,0,1,1,4,3
3363,3363,3363,3363,3363,2,1,2,US,US,1994-01-01,0,0,1,1,4
3364,3364,3364,3364,3364,2,1,1,US,US,1994-01-01,1,0,1,4,4
3365,3365,3365,3365,3365,2,1,2,US,US,1994-01-01,0,1,1,1,4
3366,3366,3366,3366,3366,2,1,1,US,US,1994-01-01,1,0,4,1,3
3367,3367,3367,3367,3367,2,1,2,US,US,1994-01-01,0,0,1,4,3
3368,3368,3368,3368,3368,2,1,2,US,US,1994-01-01,1,1,4,1,3
3369,3369,3369,3369,3369,2,1,1,US,US,1994-01-01,1,0,4,1,6
3370,3370,3370,3370,3370,2,1,2,US,US,1994-01-01,0,0,4,1,3
3371,3371,3371,3371,3371,2,1,1,US,US,1994-01-01,1,0,1,1,7
3372,3372,3372,3372,3372,2,1,1,US,US,1994-01-01,1,1,4,1,6
3373,3373,3373,3373,3373,2,1,2,US,US,1994-01-01,1,1,1,1,4
3374,3374,3374,3374,3374,2,1,1,US,US,1994-01-01,1,0,1,1,5
3375,3375,3375,3375,3375,2,1,1,US,US,1994-01-01,1,1,1,4,5
3376,3376,3376,3376,3376,2,1,2,US,US,1994-01-01,0,0,1,4,4
3377,3377,3377,3377,3377,2,1,2,US,US,1994-01-01,0,0,1,1,5
3378,3378,3378,3378,3378,2,1,2,US,US,1994-01-01,0,1,1,1,3
3379,3379,3379,3379,3379,2,1,2,US,US,1994-01-01,0,1,1,1,4
3380,3380,3380,3380,3380,2,1,2,US,US,1994-01-01,1,1,1,1,4
3381,3381,3381,3381,3381,2,1,1,US,US,1994-01-01,0,0,1,4,3
3382,3382,3382,3382,3382,2,1,2,US,US,1994-01-01,0,0,1,1,5
3383,3383,3383,3383,3383,2,1,1,US,US,1994-01-01,1,0,1,4,3
3384,3384,3384,3384,3384,2,1,1,US,US,1994-01-01,1,1,4,1,4
3385,3385,3385,3385,3385,2,1,2,US,US,1994-01-01,1,1,1,4,4
3386,3386,3386,3386,3386,2,1,2,US,US,1994-01-01,1,1,1,4,3
3387,3387,3387,3387,3387,2,1,2,US,US,1994-01-01,1,0,4,1,4
3388,3388,3388,3388,3388,2,1,1,US,US,1994-01-01,0,0,4,4,4
3389,3389,3389,3389,3389,2,1,2,US,US,1994-01-01,1,1,4,1,2
