date,ethnicity,sex,age,sensitive_0,feature_0,predicted_outcome,recorded_outcome
1994-01-01,2,2,2,1,1,0.8699265713305776,0.4791299081852778
1994-01-01,2,2,4,1,2,0.8994168882418054,0.2513499591847228
1994-01-01,2,2,2,0,1,0.5682242792438783,0.8492155705038591
1994-01-01,2,2,4,0,2,0.1613179500070432,0.1609221695905313
1994-01-01,2,2,2,0,2,0.3505061105294071,0.4749433734768028
1994-01-01,2,2,4,0,2,0.1615319364171598,0.6845905865068043
1994-01-01,2,2,4,1,2,0.4654201956231606,0.255297628044319
1994-01-01,2,2,3,0,1,0.6720406037362068,0.9941834409317192
1994-01-01,2,2,4,0,1,0.1705682318794123,0.8676210617931657
1994-01-01,2,2,4,0,1,0.3821732291958625,0.2527922009263575
1994-01-01,2,2,3,0,1,0.6551237769840875,0.5553831732847561
1994-01-01,2,2,5,1,2,0.1458742179228362,0.4160189803264006
1994-01-01,2,2,4,1,1,0.4397053162173965,0.7921862757892302
1994-01-01,2,2,3,0,1,0.4682957334151979,0.489233334539153
1994-01-01,2,2,4,1,2,0.4186643295541385,0.4663767998296688
1994-01-01,2,2,3,0,1,0.4369449276106021,0.4868749110445773
1994-01-01,2,2,2,1,1,0.4123987373045405,0.8687447975345268
1994-01-01,2,2,3,0,1,0.3286960283698671,0.8325354857311666
1994-01-01,2,2,4,0,2,0.8172918588837409,0.2409341004687299
1994-01-01,2,2,4,0,2,0.9309038306791854,0.262223330596414
1994-01-01,2,2,3,0,1,0.5653505824301182,0.6193066366444073
1994-01-01,2,2,5,1,1,0.150769392893264,0.5140281450118027
1994-01-01,2,2,5,0,1,0.6334701448625086,0.4689466824031444
1994-01-01,2,2,4,0,1,0.1180591539140186,0.3955505510564305
1994-01-01,2,2,3,1,1,0.5634865630571456,0.4590685278887454
1994-01-01,2,2,3,0,1,0.3853435337779556,0.0454136136038402
1994-01-01,2,2,4,0,2,0.3950800768138888,0.9491768725827234
1994-01-01,2,2,4,0,2,0.0155088474832707,0.4193786549036398
1994-01-01,2,2,3,1,1,0.941519664662784,0.3752502184654118
1994-01-01,2,2,3,1,2,0.624052271580757,0.3679375262630212
1994-01-01,2,2,3,0,2,0.861410891203577,0.2906897012038368
1994-01-01,2,2,4,1,2,0.8900664824687554,0.2949603283451055
1994-01-01,2,2,2,0,1,0.4085767285696774,0.2560515020661302
1994-01-01,2,2,4,1,1,0.4283449550492655,0.8130722553128522
1994-01-01,2,2,3,0,1,0.5444473751484379,0.4515192720175846
1994-01-01,2,2,4,1,2,0.3601943082323828,0.42911348982017
1994-01-01,2,2,2,1,2,0.2806130651559818,0.0710485077309629
1994-01-01,2,2,3,1,2,0.130150986639669,0.9466340294365287
1994-01-01,2,2,4,0,1,0.136051005031547,0.1037907632179425
1994-01-01,2,2,2,1,1,0.0631026191692663,0.9987020648903334
1994-01-01,2,2,2,0,2,0.4139481996303896,0.867022044033725
1994-01-01,2,2,2,1,3,0.3912345435088576,0.2673448885816568
1994-01-01,2,2,3,0,1,0.4710357772859387,0.7507610737198083
1994-01-01,2,2,3,1,2,0.1240833365012013,0.5701888285638295
1994-01-01,2,2,4,0,1,0.7947718962462791,0.9413560768446056
1994-01-01,2,2,3,0,1,0.597622481643255,0.1632425543196656
1994-01-01,2,2,6,0,1,0.3080308269018024,0.9304874395185052
1994-01-01,2,2,6,0,1,0.511684219017832,0.0612004637196201
1994-01-01,2,2,3,0,2,0.4581113708138022,0.1910723996851026
1994-01-01,2,2,2,1,2,0.3664759083849593,0.6459643036669204
1994-01-01,2,2,3,1,2,0.5861319895555076,0.0248385210715755
1994-01-01,2,2,2,1,2,0.2640034308722492,0.9677741677784698
1994-01-01,2,2,5,1,3,0.679105161153235,0.6007194116460479
1994-01-01,2,2,5,0,2,0.1632118060734621,0.6722254097354508
1994-01-01,2,2,2,0,1,0.1758234347015287,0.1218003948555424
1994-01-01,2,2,4,0,1,0.7047311247317254,0.8832148441440982
1994-01-01,2,2,4,0,1,0.8339678414223062,0.2779567640165528
1994-01-01,2,2,2,1,1,0.8130286179018336,0.7956136550390127
1994-01-01,2,2,4,0,2,0.3074962323598864,0.2844303594471117
1994-01-01,2,2,7,1,1,0.542210671901424,0.7190940641894391
1994-01-01,2,2,3,0,2,0.7532773804964124,0.2986892403869981
1994-01-01,2,2,3,1,2,0.4422577717438476,0.2493917957594495
1994-01-01,2,2,2,1,1,0.8249252629090786,0.1739750929494212
1994-01-01,2,2,4,1,1,0.2168401661372136,0.3830930651172936
1994-01-01,2,2,3,1,2,0.2230329175930408,0.3724877498146007
1994-01-01,2,2,5,1,2,0.5155385453477159,0.3616642426706169
1994-01-01,2,2,3,1,1,0.1631857488995556,0.2021220984957548
1994-01-01,2,2,4,1,2,0.1808534004505199,0.2208625511419764
1994-01-01,2,2,5,0,2,0.735357201472056,0.8468196726018744
1994-01-01,2,2,4,0,1,0.0983373755942735,0.098309463692831
1994-01-01,2,2,6,1,1,0.6367557982138212,0.0886162714456876
1994-01-01,2,2,4,0,2,0.4499261065566918,0.8949578743825211
1994-01-01,2,2,3,1,2,0.044756290888278,0.9384967766259772
1994-01-01,2,2,4,1,2,0.5695530419390307,0.0171247691672785
1994-01-01,2,2,3,1,2,0.8325490295069675,0.6487004891828843
1994-01-01,2,2,3,0,1,0.826765263917421,0.0931350481548777
1994-01-01,2,2,2,0,1,0.9891990288869044,0.2523216388894865
1994-01-01,2,2,3,1,1,0.2563383843313102,0.8820842202701861
1994-01-01,2,2,4,0,1,0.3093946187698181,0.4605870375856054
1994-01-01,2,2,3,1,2,0.1334558535341773,0.0444783944301817
1994-01-01,2,2,4,1,2,0.5160816879442339,0.0819918911281166
1994-01-01,2,2,2,0,1,0.4786356957494767,0.3318224570015609
1994-01-01,2,2,2,0,1,0.5380776384804571,0.2201471193179109
1994-01-01,2,2,3,1,1,0.0543197595212265,0.6774329639908159
1994-01-01,2,2,6,0,2,0.5242186416154644,0.9183116985037136
1994-01-01,2,2,6,0,1,0.1975758254549452,0.2418372964089333
1994-01-01,2,2,6,0,1,0.4391986730177882,0.134573806196493
1994-01-01,2,2,2,1,2,0.5115415619716941,0.950882176468692
1994-01-01,2,2,4,0,2,0.8507726302996517,0.6567225095755449
1994-01-01,2,2,4,0,1,0.2964983101505561,0.9660472691818512
1994-01-01,2,2,4,0,1,0.2178728126829773,0.0348186808171481
1994-01-01,2,2,6,1,1,0.0604992145463533,0.8267393330940733
1994-01-01,2,2,4,0,2,0.560683392183424,0.4657191186194792
1994-01-01,2,2,3,1,2,0.4826313949934664,0.1318319173529634
1994-01-01,2,2,6,0,1,0.8615951707356829,0.4361223528257663
1994-01-01,2,2,3,1,1,0.9860773737799792,0.2120859364022828
1994-01-01,2,2,2,0,1,0.1425484657412536,0.5037090834604709
1994-01-01,2,2,5,0,1,0.3521514298516922,0.6010513878473673
1994-01-01,2,2,5,1,1,0.6871948919693653,0.672401197035482
1994-01-01,2,2,4,1,2,0.0542653196173568,0.7420737733264455
1994-01-01,2,2,4,0,1,0.3611944930466285,0.5703009983029496
1994-01-01,2,2,3,0,2,0.1400019215279707,0.3826569204523096
1994-01-01,2,2,4,0,1,0.3890943525670655,0.0453253392734542
1994-01-01,2,2,3,1,1,0.5648751368549362,0.6522850822610906
1994-01-01,2,2,6,0,2,0.9239815226417428,0.5153974296640284
1994-01-01,2,2,2,0,1,0.0384154328864029,0.7144819657558975
1994-01-01,2,2,4,1,3,0.7693793016620714,0.6867698036349331
1994-01-01,2,2,3,0,2,0.0231626524763836,0.2991536176677086
1994-01-01,2,2,3,0,2,0.6121848881475278,0.2663632816090885
1994-01-01,2,2,3,1,1,0.9220279177088412,0.0183581227119939
1994-01-01,2,2,4,1,2,0.0867863363217428,0.7067196049822174
1994-01-01,2,2,4,0,2,0.9405762097962852,0.1378344549982456
1994-01-01,2,2,3,1,1,0.2437498898190311,0.4308909174668764
1994-01-01,2,2,2,1,1,0.4452744059374432,0.4653358863543934
1994-01-01,2,2,2,0,1,0.6440815126137451,0.8155315378858583
1994-01-01,2,2,3,1,1,0.4008609549758629,0.4167087237624483
1994-01-01,2,2,2,0,2,0.1448342799968357,0.2777000690066955
1994-01-01,2,2,4,1,1,0.1019422782895687,0.329142587118873
1994-01-01,2,2,5,0,1,0.5514455482380287,0.6050707584077809
1994-01-01,2,2,4,1,2,0.2141102998138334,0.1861007568440773
1994-01-01,2,2,4,1,2,0.5475399907246102,0.0073490770295994
1994-01-01,2,2,6,0,1,0.8739383530367678,0.146400880833968
1994-01-01,2,2,4,1,1,0.4140854820069878,0.4415648845480779
1994-01-01,2,2,2,0,2,0.5936708099335517,0.9923521974427726
1994-01-01,2,2,4,1,1,0.8184627876877343,0.839986987364272
1994-01-01,2,2,4,1,2,0.3808828640886947,0.4864230484906052
1994-01-01,2,2,3,0,2,0.060514127632201,0.7421425295462947
1994-01-01,2,2,6,0,1,0.8537815682019946,0.625729022329907
1994-01-01,2,2,2,1,1,0.6256535922970837,0.5815278397417151
1994-01-01,2,2,5,0,2,0.2482380453620071,0.0434526648926594
1994-01-01,2,2,4,0,1,0.2524950602578,0.2765066213226148
1994-01-01,2,2,3,0,2,0.7476351838662088,0.5388621282148611
1994-01-01,2,2,3,0,1,0.4253959586160647,0.3286776729492424
1994-01-01,2,2,3,0,2,0.2453955803807962,0.5966364664900292
1994-01-01,2,2,3,0,1,0.0343863586860455,0.6666255739899344
1994-01-01,2,2,4,0,2,0.2766898668261994,0.590563690372304
1994-01-01,2,2,2,0,1,0.7984246950483489,0.8804031553301321
1994-01-01,2,2,2,1,1,0.1150603633351688,0.5866041065634957
1994-01-01,2,2,2,1,1,0.8164452139185803,0.842077699834763
1994-01-01,2,2,6,1,2,0.5231835250426994,0.5046539221679293
1994-01-01,2,2,6,0,2,0.3583082468728161,0.5314125357461413
1994-01-01,2,2,2,1,2,0.1011768312791845,0.1056063723937042
1994-01-01,2,2,2,1,2,0.0155595849409112,0.7709358717681372
1994-01-01,2,2,5,0,2,0.8604920159820347,0.3602050081766225
1994-01-01,2,2,4,1,1,0.8928902058786713,0.1863425027218341
1994-01-01,2,2,6,0,1,0.7950055805466654,0.5335405637264354
1994-01-01,2,2,7,1,1,0.9946489206633092,0.3108507436996722
1994-01-01,2,2,2,1,2,0.679949272833763,0.4614381708057457
1994-01-01,2,2,4,0,1,0.3091492325761555,0.9700663633721974
1994-01-01,2,2,7,1,1,0.9092107640295588,0.2340040107397721
1994-01-01,2,2,5,0,2,0.1584931306660565,0.0749018441454211
1994-01-01,2,2,5,1,2,0.7712917183403339,0.5093413867422891
1994-01-01,2,2,3,0,1,0.1639340313574868,0.7734267989038783
1994-01-01,2,2,4,1,2,0.0442254593005257,0.3977096566426028
1994-01-01,2,2,5,0,2,0.6633740184232686,0.9058044410849604
1994-01-01,2,2,3,0,2,0.3682142847130804,0.5447547150553542
1994-01-01,2,2,6,0,1,0.840895950347879,0.5169059027367986
1994-01-01,2,2,2,1,2,0.6064974327561194,0.7879313292210159
1994-01-01,2,2,4,1,1,0.0759120083480667,0.2772784680301817
1994-01-01,2,2,3,0,1,0.8051360207701155,0.4650483899328211
1994-01-01,2,2,4,1,3,0.2884877289697372,0.2604474954667776
1994-01-01,2,2,3,1,2,0.5304974557075817,0.1994844857573255
1994-01-01,2,2,3,1,1,0.4551680692466671,0.9806590638024422
1994-01-01,2,2,2,0,1,0.2759362094661161,0.8429464274752345
1994-01-01,2,2,4,0,1,0.3324694308982787,0.6697900770558036
1994-01-01,2,2,3,0,3,0.8218670321853341,0.8852348716548237
1994-01-01,2,2,3,0,2,0.3492642157873878,0.2689157007569831
1994-01-01,2,2,2,0,1,0.400852495458004,0.0641888082318102
1994-01-01,2,2,6,0,2,0.3484137298794385,0.8452096985249251
1994-01-01,2,2,5,1,1,0.5934416725326038,0.4389475574094917
1994-01-01,2,2,6,1,2,0.9847214178497954,0.1850643256578468
1994-01-01,2,2,4,0,2,0.9005480703830155,0.661857606440247
1994-01-01,2,2,4,0,1,0.3452483906549728,0.1721003655512675
1994-01-01,2,2,3,0,2,0.3999433306383791,0.6430146432876434
1994-01-01,2,2,2,1,2,0.0232628824467139,0.6671696705202262
1994-01-01,1,2,4,1,1,0.2275815884235784,0.8447777523748408
1994-01-01,1,2,3,1,2,0.1516937615116799,0.9385937265057234
1994-01-01,1,2,4,0,1,0.5294159004098857,0.7583073910804514
1994-01-01,1,2,2,1,1,0.1781204662216368,0.2171942615546378
1994-01-01,1,2,3,0,2,0.0064245173189453,0.1537045056438638
1994-01-01,1,2,4,0,1,0.7248748428354544,0.5584656752980346
1994-01-01,1,2,4,1,1,0.3377076847295298,0.3766136531710741
1994-01-01,1,2,3,0,2,0.9187906346414216,0.8480920630617791
1994-01-01,1,2,3,1,1,0.9853436569044732,0.7254240122834357
1994-01-01,1,2,5,1,2,0.5088838278951949,0.3146861859776518
1994-01-01,1,2,2,0,3,0.5648936813403547,0.4537601366418376
1994-01-01,1,2,3,0,2,0.3230951016026,0.6374444903761622
1994-01-01,1,2,4,1,2,0.3037846683748118,0.9148061680402686
1994-01-01,1,2,3,0,1,0.6361820961058533,0.1627426073697358
1994-01-01,1,2,2,1,2,0.2975750610592008,0.7504957858126933
1994-01-01,1,2,2,1,1,0.0707003635269981,0.2749448861823837
1994-01-01,1,2,4,0,2,0.3044473293457239,0.3770302979805151
1994-01-01,1,2,4,1,1,0.102969727508197,0.6886733270425399
1994-01-01,1,2,4,1,2,0.8620359879198103,0.864772412376568
1994-01-01,1,2,4,1,2,0.1460504837591575,0.9144787509595504
1994-01-01,1,2,4,0,2,0.3244665262216634,0.0479409867027538
1994-01-01,1,2,6,1,2,0.1399865935102975,0.1451804994272741
1994-01-01,1,2,4,0,1,0.7118089110903765,0.902430099762617
1994-01-01,1,2,6,0,2,0.6252888763941554,0.7956428402446689
1994-01-01,1,2,7,0,1,0.042819206723927,0.1426199545575158
1994-01-01,1,2,6,0,1,0.2010938239402195,0.1595796458946942
1994-01-01,1,2,2,0,2,0.7038887414344579,0.926183172450738
1994-01-01,1,2,4,1,1,0.3920639094661711,0.0593929365914249
1994-01-01,1,2,6,1,2,0.7442749769262453,0.9458988671599698
1994-01-01,1,2,3,1,1,0.3869476404097784,0.0499460498497658
1994-01-01,1,2,6,0,1,0.8652283252110684,0.0117703162144462
1994-01-01,1,2,4,1,1,0.969326349897695,0.7519640592340828
1994-01-01,1,2,4,0,1,0.8788504873013354,0.7477943029630975
1994-01-01,1,2,5,1,1,0.6123463920918659,0.0368191797000603
1994-01-01,1,2,7,0,2,0.8448320148680748,0.8528433437322636
1994-01-01,1,2,3,1,2,0.2816226361996591,0.6645162979457779
1994-01-01,1,2,4,1,2,0.275213263197663,0.9482158485631342
1994-01-01,1,2,5,0,1,0.6107225373707785,0.804538094784341
1994-01-01,1,2,3,0,2,0.7481873441819199,0.6784811834410958
1994-01-01,1,2,5,1,2,0.7170081713960545,0.273820906008441
1994-01-01,1,2,4,0,1,0.1754498069825102,0.8174374253687573
1994-01-01,1,2,5,0,2,0.2971753697760182,0.5823370188668262
1994-01-01,1,2,4,0,1,0.6798863791925991,0.6529352281076329
1994-01-01,1,2,6,0,1,0.8116759061172893,0.3950306575145628
1994-01-01,1,2,2,0,1,0.199414912698681,0.917378667770125
1994-01-01,1,2,4,0,1,0.9181586104237156,0.4552561645778603
1994-01-01,1,2,5,1,2,0.5445422022815127,0.0233753350180617
1994-01-01,1,2,4,0,2,0.6093565084149887,0.9177253672715264
1994-01-01,1,2,2,1,2,0.0750293923763055,0.8258467719996433
1994-01-01,1,2,3,1,1,0.0738507049647839,0.4678393099965069
1994-01-01,1,2,4,0,2,0.6360333877608464,0.260274732401834
1994-01-01,1,2,5,1,2,0.2131490409910263,0.9666889888445908
1994-01-01,1,2,3,1,2,0.5759517891158374,0.505136392079917
1994-01-01,1,2,4,0,1,0.1200524979398366,0.5450508804102756
1994-01-01,1,2,4,0,2,0.9466628957872444,0.0120219141438935
1994-01-01,1,2,3,1,1,0.0492644445773767,0.9647051414944632
1994-01-01,1,2,3,0,2,0.7474036615849671,0.6098045907979528
1994-01-01,1,2,7,0,1,0.5819114732072599,0.2916480465086652
1994-01-01,1,2,5,0,2,0.2254310996997696,0.8960707081488937
1994-01-01,1,2,7,0,2,0.4279423300854847,0.3296743013310672
1994-01-01,1,2,6,1,1,0.3619497245211773,0.9886094461861232
1994-01-01,1,2,3,1,2,0.1657473794479965,0.5797242524340427
1994-01-01,1,2,3,0,2,0.8083350959256339,0.7990697070277084
1994-01-01,1,2,2,0,2,0.3932617224860192,0.2957674247039091
1994-01-01,1,2,3,1,2,0.0631696352222933,0.5760438967774768
1994-01-01,1,2,3,0,2,0.3673231384376812,0.7956973305284853
1994-01-01,1,2,4,0,2,0.103873761513011,0.0337069995894278
1994-01-01,1,2,3,1,2,0.1276440853100694,0.2095545949065227
1994-01-01,1,2,3,1,1,0.8005796376252936,0.9112136709485292
1994-01-01,1,2,3,1,2,0.3393839697413985,0.572484122716044
1994-01-01,1,2,3,1,2,0.2288924960867782,0.5711337181069664
1994-01-01,1,2,4,0,2,0.0097611568700802,0.3673909181304968
1994-01-01,1,2,4,0,1,0.0718798274516306,0.0914269503664207
1994-01-01,1,2,2,1,2,0.5678096102684549,0.2524613708659091
1994-01-01,1,2,4,1,1,0.6351438592021967,0.8010655507503206
1994-01-01,1,2,2,1,2,0.5225063107876875,0.8016115653814577
1994-01-01,1,2,4,0,1,0.6076423094756528,0.9005319327246639
1994-01-01,1,2,3,1,2,0.0478391889134861,0.0291385554524724
1994-01-01,1,2,4,0,2,0.0354296201840671,0.6041556147684775
1994-01-01,1,2,7,0,1,0.0723455387837828,0.7085275458417222
1994-01-01,1,2,3,1,2,0.463561637716522,0.4282979804924804
1994-01-01,1,2,6,0,1,0.0607213689461044,0.154915280577518
1994-01-01,1,2,4,0,2,0.9250620843519372,0.6217440953776386
1994-01-01,1,2,6,0,2,0.5000339191561376,0.7560799737335113
1994-01-01,1,2,4,1,2,0.3577820348496576,0.8533918026183052
1994-01-01,1,2,5,0,1,0.1632929336069984,0.7174833679230825
1994-01-01,1,2,3,0,1,0.3513506632731913,0.7318303168420499
1994-01-01,1,2,2,1,1,0.217501633046339,0.1511649618631959
1994-01-01,1,2,2,1,1,0.0203975436978726,0.9198216106027528
1994-01-01,1,2,4,1,2,0.330067082287192,0.3218550461065125
1994-01-01,1,2,5,0,1,0.7773254081711204,0.8621792208395374
1994-01-01,1,2,4,1,1,0.2326879320464801,0.0303015111299076
1994-01-01,1,2,4,0,3,0.9030521984703976,0.9375767591351218
1994-01-01,1,2,4,0,2,0.2546753665744291,0.8158316779316637
1994-01-01,1,2,2,0,2,0.2418120820036052,0.8367167247994705
1994-01-01,1,2,4,0,2,0.5152076033369846,0.1508805282464365
1994-01-01,1,2,4,1,1,0.2820912691351686,0.2122829278625979
1994-01-01,1,2,3,0,1,0.0682764977508364,0.3800893454660008
1994-01-01,1,2,3,1,1,0.4777909387524151,0.9201590759131328
1994-01-01,1,2,3,0,2,0.5308857771719488,0.5127798834009688
1994-01-01,1,2,6,1,2,0.4046767773549168,0.815843740725217
1994-01-01,1,2,5,0,1,0.5815486698059129,0.3848824805710047
1994-01-01,1,2,4,1,1,0.7511025941988405,0.6642652470486488
1994-01-01,1,2,6,0,2,0.6192091107779456,0.9072196284425332
1994-01-01,1,2,5,0,1,0.4273260892280605,0.8801624567550206
1994-01-01,1,2,2,1,2,0.4784994957149135,0.6761207831398978
1994-01-01,1,2,3,0,2,0.8450015737419811,0.244295406731786
1994-01-01,1,2,6,1,1,0.8709543119667142,0.8789997988891023
1994-01-01,1,2,3,1,2,0.1754804989538554,0.3194237063378524
1994-01-01,1,2,6,0,2,0.6220039554615564,0.3933300307194304
1994-01-01,1,2,2,1,1,0.8973279070328378,0.8740459262536373
1994-01-01,1,2,3,0,1,0.9239765099418532,0.4132133554988798
1994-01-01,1,2,4,1,1,0.2546245489348468,0.6480238371924508
1994-01-01,1,2,7,1,1,0.2438561187008688,0.3835457459891365
1994-01-01,1,2,4,0,2,0.0736284121841777,0.0782259727974658
1994-01-01,1,2,2,0,2,0.4640728653839522,0.1511681528635459
1994-01-01,1,2,2,1,2,0.9593474742781336,0.9184329038035272
1994-01-01,1,2,4,0,1,0.6333604473965866,0.3635349034637089
1994-01-01,1,2,4,1,2,0.1966686855236195,0.5312404371996755
1994-01-01,1,2,4,0,1,0.3737021308758387,0.9722378491960856
1994-01-01,1,2,7,0,2,0.8766374336304126,0.2447797316488934
1994-01-01,1,2,3,0,2,0.0589682012302881,0.010894673556499
1994-01-01,1,2,4,1,2,0.4507881648697411,0.3086477420180372
1994-01-01,1,2,7,0,1,0.7910993183917643,0.913987599653815
1994-01-01,1,2,4,1,2,0.7101528452579204,0.7935897693876951
1994-01-01,1,2,6,0,2,0.1138659428821584,0.966557093271084
1994-01-01,1,2,3,0,2,0.143483516992066,0.1879733485499058
1994-01-01,1,2,3,1,1,0.8636357115614184,0.7241390310143865
1994-01-01,1,2,4,1,2,0.9065489700657908,0.8649693394750539
1994-01-01,1,2,2,1,1,0.8725926398637324,0.8117758888203874
1994-01-01,1,2,3,0,1,0.1151055941842552,0.4768746951133923
1994-01-01,1,2,5,1,2,0.8862013640385933,0.5481374505490046
1994-01-01,1,2,4,1,1,0.2005922419783226,0.5913601687995375
1994-01-01,1,2,4,1,1,0.5496111218953438,0.9413408226011328
1994-01-01,1,2,3,0,2,0.02540213696751,0.7826583012150641
1994-01-01,1,2,4,0,2,0.7991181683279718,0.3158932219539606
1994-01-01,1,2,3,0,2,0.5882433144024766,0.8421798250749037
1994-01-01,1,2,7,0,1,0.8181055499986021,0.1627634531694688
1994-01-01,1,2,7,0,2,0.6664241319982958,0.6785345102337521
1994-01-01,1,2,4,0,2,0.5707716267043972,0.7011146879519801
1994-01-01,1,2,4,0,1,0.2548718598490308,0.5045588303238011
1994-01-01,1,2,4,1,2,0.5549932991803087,0.6184050486608497
1994-01-01,1,2,4,1,1,0.981226565851763,0.5502224795296231
1994-01-01,1,2,5,1,1,0.2041323050978739,0.9638319962030724
1994-01-01,1,2,4,0,2,0.8561132409884954,0.7111593572385071
1994-01-01,1,2,7,0,1,0.6195743083460497,0.1627871796423394
1994-01-01,1,2,4,0,1,0.3826457217220759,0.4040915370741705
1994-01-01,1,2,4,1,1,0.5112747223712757,0.9921700796865528
1994-01-01,1,2,4,0,2,0.3871587366019741,0.8003263168069094
1994-01-01,1,2,3,0,2,0.2998011922481778,0.254075152391754
1994-01-01,1,2,4,1,2,0.2245888839593967,0.9301378538937692
1994-01-01,1,2,4,0,1,0.0291075984550822,0.6347671052627935
1994-01-01,1,2,3,1,2,0.0510112539064863,0.6702904379053691
1994-01-01,1,2,3,0,2,0.318973087690686,0.7171420485873043
1994-01-01,1,2,4,1,2,0.5365781208172092,0.5934759254988498
1994-01-01,1,2,7,0,2,0.3338525011701498,0.8407852306045263
1994-01-01,1,2,3,1,2,0.8536235976123112,0.6436119746448041
1994-01-01,1,2,5,0,2,0.5328191846022772,0.342621329365316
1994-01-01,1,2,4,0,2,0.212686930887287,0.167016257251074
1994-01-01,1,2,2,1,2,0.9897781629797284,0.510525207863664
1994-01-01,1,2,6,0,2,0.5395429292554217,0.9073373555762934
1994-01-01,1,2,4,1,1,0.4300130172031648,0.5699206391450238
1994-01-01,1,2,6,1,2,0.232376488040518,0.0312420893063887
1994-01-01,1,2,2,0,1,0.0846420698455499,0.2325778003080425
1994-01-01,1,2,4,1,1,0.2881518285780784,0.8454833848831125
1994-01-01,1,2,6,0,1,0.6800640099108437,0.3047910681131042
1994-01-01,1,2,7,0,2,0.917796115329377,0.1083475311147582
1994-01-01,1,2,5,0,2,0.0912977508465758,0.9992889590304606
1994-01-01,1,2,3,0,2,0.5817380017936205,0.7043919560031597
1994-01-01,1,2,3,0,1,0.2126649461474593,0.4791401261460684
1994-01-01,1,2,3,0,2,0.3930019346242888,0.9823031521863969
1994-01-01,1,2,5,0,1,0.8698323194375296,0.2674692741091173
1994-01-01,1,2,4,0,1,0.9868318329917956,0.8354683519774411
1994-01-01,1,2,4,0,1,0.0229290222767698,0.8627444066026658
1994-01-01,1,2,2,1,1,0.0176410427732793,0.6700609799940282
1994-01-01,1,2,3,1,2,0.1900305799317294,0.0242137320733051
1994-01-01,1,2,4,1,1,0.4122785134648337,0.6608903320692854
1994-01-01,1,2,4,1,1,0.361545839230392,0.0064047791837132
1994-01-01,1,2,6,0,2,0.7675318035873733,0.3727865089657359
1994-01-01,1,2,6,1,2,0.3087501016613589,0.4441829726717317
1994-01-01,1,2,4,1,1,0.5584026804829254,0.9267981466678616
1994-01-01,1,2,4,1,1,0.2723605929185999,0.9323551813305316
1994-01-01,1,2,5,1,1,0.4416033655374627,0.8279162959618815
1994-01-01,1,2,3,1,1,0.333450967495987,0.3026757591390932
1994-01-01,1,2,5,1,2,0.5822377734237856,0.8095972955953874
1994-01-01,1,2,3,1,1,0.7019830314095542,0.178132702497859
1994-01-01,1,2,5,1,1,0.1307858517155857,0.9243326876046304
1994-01-01,1,2,2,0,1,0.8331895356982697,0.4626944262450868
1994-01-01,1,2,6,1,1,0.2321404410788592,0.7040808213632936
1994-01-01,1,2,3,1,2,0.0907658787629968,0.6790330045881643
1994-01-01,1,2,5,0,2,0.7839098962101771,0.7058033789626814
1994-01-01,1,2,7,0,2,0.0116428911320621,0.0273893802671837
1994-01-01,1,2,7,0,1,0.9284499697910364,0.8251650180913954
1994-01-01,1,2,3,1,1,0.93339048876919,0.3364975965616459
1994-01-01,1,2,4,0,1,0.5309396845803114,0.8588274944472141
1994-01-01,1,2,4,1,2,0.1670971265491763,0.9405140322767428
1994-01-01,1,2,6,1,1,0.3093802528014883,0.9281196223278556
1994-01-01,1,2,5,1,2,0.7963261251561926,0.4277582648376993
1994-01-01,1,2,7,1,1,0.5673304984858323,0.8570987099910168
1994-01-01,1,2,6,1,1,0.3933219501474501,0.6048041677491336
1994-01-01,1,2,3,0,1,0.547215919796126,0.6580131791219425
1994-01-01,1,2,4,1,1,0.1103190261203547,0.7989277849225467
1994-01-01,1,2,2,1,1,0.6109935297145055,0.0228733838863108
1994-01-01,1,2,5,0,1,0.6214793095999513,0.4473345092581196
1994-01-01,1,2,4,0,1,0.5652984109350183,0.877097617668801
1994-01-01,1,2,4,0,2,0.7998279273069606,0.2466895246157067
1994-01-01,1,2,2,0,2,0.2052213384212192,0.0456572771368712
1994-01-01,1,2,3,0,1,0.0872603618855786,0.400978179418564
1994-01-01,1,2,3,1,1,0.2918726698369415,0.7081863470236522
1994-01-01,1,2,6,1,1,0.2282661076723379,0.0520159190968838
1994-01-01,1,2,2,1,1,0.312030461007516,0.6563527866827101
1994-01-01,1,2,4,1,1,0.7393562350554337,0.8103148238177786
1994-01-01,1,2,2,0,1,0.7064923323691201,0.7622482629902666
1994-01-01,1,2,3,1,1,0.6460876030032046,0.3619820756127782
1994-01-01,1,2,4,0,1,0.0078671871158496,0.3748187381968203
1994-01-01,1,2,3,1,2,0.9861063927087844,0.0104331013964939
1994-01-01,1,2,4,0,2,0.4423566816270236,0.1769186715889249
1994-01-01,1,2,6,1,2,0.8211581482634918,0.3021908103696218
1994-01-01,1,2,5,0,2,0.4755101484215583,0.7861539826906883
1994-01-01,1,2,3,1,1,0.7116419651053525,0.1044773040006441
1994-01-01,1,2,6,0,2,0.1304599330990205,0.8844677707896791
1994-01-01,1,2,2,1,2,0.6280599752705993,0.9319611165274436
1994-01-01,1,2,6,0,1,0.4437134269786252,0.3493566859541387
1994-01-01,1,2,5,0,2,0.171060717095593,0.2781491118288792
1994-01-01,1,2,4,0,1,0.009203704057814,0.1110938886555579
1994-01-01,1,2,2,1,2,0.1052238642474079,0.8876164440229246
