date,ethnicity,sex,age,sensitive_0,feature_0,feature_1,feature_2,outcome,predicted_outcome
1994-01-01,2,2,4,1,2,0.7144268938094974,0.984385599127069,0,0
1994-01-01,2,2,4,0,2,0.1820191786981433,0.5635669860414014,0,0
1994-01-01,2,2,4,0,1,0.4769239620700707,0.8944297821943358,0,1
1994-01-01,2,2,5,1,2,0.6882067666619974,0.666849351031204,1,1
1994-01-01,2,2,6,0,2,0.7381498945220425,0.5416015475365749,1,1
1994-01-01,2,2,4,0,1,0.6360369718338631,0.1509287006527278,0,0
1994-01-01,2,2,7,1,1,0.1948227121969219,0.7514966155730523,1,0
1994-01-01,2,2,3,0,1,0.8680790554095265,0.0179630971784748,1,0
1994-01-01,2,2,7,0,1,0.2884477741377469,0.8593141216538039,1,1
1994-01-01,2,2,4,0,2,0.3699218030016973,0.2291962838916686,0,1
1994-01-01,2,2,4,0,2,0.5584978019298978,0.537588220200661,0,0
1994-01-01,2,2,3,1,2,0.8593785049138901,0.282488567326848,0,0
1994-01-01,2,2,6,1,1,0.649650312066153,0.9256215302577367,1,0
1994-01-01,2,2,3,1,1,0.701687704478913,0.6636193522348905,0,0
1994-01-01,2,2,6,1,1,0.2163682796868916,0.4585436050630295,0,1
1994-01-01,2,2,5,1,2,0.3525618241466544,0.5506905517495139,0,1
1994-01-01,2,2,3,0,1,0.1368934180415587,0.701176078026799,1,0
1994-01-01,2,2,2,1,2,0.7369034163074875,0.990532798489881,1,0
1994-01-01,2,2,3,0,1,0.9487578065608836,0.9622589771434092,1,1
1994-01-01,2,2,4,1,2,0.7348682614868747,0.173126460772206,1,0
1994-01-01,2,2,5,1,1,0.1246787160365281,0.1142948620765607,0,1
1994-01-01,2,2,4,1,1,0.6933653523612215,0.671694019622707,1,1
1994-01-01,2,2,6,1,2,0.4332251911254281,0.5203534599240648,1,0
1994-01-01,2,2,4,1,2,0.0921141819985363,0.7897028962924106,1,0
1994-01-01,2,2,3,0,1,0.9994741732968478,0.9993636296241022,0,1
1994-01-01,2,2,3,0,2,0.7241252907374011,0.0370410889914989,0,1
1994-01-01,2,2,3,1,1,0.6224379692567222,0.1540568131127556,1,1
1994-01-01,2,2,5,1,1,0.873097873368825,0.7817816588659312,1,0
1994-01-01,2,2,5,1,2,0.3253410944807404,0.0498657239382394,1,1
1994-01-01,2,2,3,1,2,0.6668450903172161,0.9269103138677932,1,1
1994-01-01,2,2,3,0,1,0.4682804324662004,0.9463339348005756,1,1
1994-01-01,2,2,2,0,2,0.123949767730218,0.9815038190278575,0,0
1994-01-01,2,2,3,1,1,0.5410697137211636,0.6312437180112473,1,1
1994-01-01,2,2,3,1,2,0.631909487720967,0.1438083084095497,0,1
1994-01-01,2,2,4,0,1,0.4732499038703242,0.2305400894573801,1,0
1994-01-01,2,2,5,0,2,0.1252715570436434,0.6147342110251628,1,0
1994-01-01,2,2,3,1,1,0.0752831747801139,0.9968957335221555,1,1
1994-01-01,2,2,4,0,1,0.6648384647582576,0.9843825236083278,0,1
1994-01-01,2,2,4,1,1,0.8379081639895395,0.94363277312053,0,0
1994-01-01,2,2,2,1,1,0.9240940454199756,0.0175319692298637,0,0
1994-01-01,2,2,4,0,3,0.3881858535936472,0.4606743359442463,0,0
1994-01-01,2,2,6,1,2,0.9383158347130924,0.9912452771568484,1,0
1994-01-01,2,2,7,1,2,0.8198034720976852,0.0841805016544374,0,1
1994-01-01,2,2,4,1,2,0.4240416683633173,0.7591645269496778,1,0
1994-01-01,2,2,3,1,2,0.4063200328708721,0.9929504811214788,0,1
1994-01-01,2,2,3,1,2,0.3334788026658895,0.0978652389626106,1,1
1994-01-01,2,2,3,1,2,0.0691166060381663,0.1781717971673523,0,0
1994-01-01,2,2,2,1,1,0.0097261358985305,0.3825442954951873,0,1
1994-01-01,2,2,3,1,1,0.2454986634881866,0.1168023840419538,0,1
1994-01-01,2,2,5,0,1,0.2546173490460192,0.0249824875315376,0,0
1994-01-01,2,2,3,0,1,0.7296610459127122,0.8944437871369738,1,1
1994-01-01,2,2,4,1,2,0.1573706773279936,0.0239248364146913,1,0
1994-01-01,2,2,2,0,2,0.6924216339699398,0.8100056167350353,1,1
1994-01-01,2,2,3,1,2,0.7303352999550744,0.1807535870161903,0,0
1994-01-01,2,2,2,0,1,0.4597171609109532,0.1336074901283751,0,0
1994-01-01,2,2,3,0,3,0.1176535043874613,0.970611324346919,0,1
1994-01-01,2,2,4,0,2,0.7195096119616272,0.5463693183021995,1,1
1994-01-01,2,2,2,1,2,0.9136472512868444,0.6786236095894479,0,1
1994-01-01,2,2,6,1,1,0.366179454177151,0.5839282228365729,0,0
1994-01-01,2,2,5,0,1,0.7587397773020264,0.363319327720966,1,1
1994-01-01,2,2,2,0,2,0.7419187179670607,0.0424961261064638,1,0
1994-01-01,2,2,5,1,2,0.0540421675196114,0.7444671349180266,1,0
1994-01-01,2,2,3,0,1,0.0557076655932858,0.8091630665088114,0,0
1994-01-01,2,2,3,0,2,0.6766177408867394,0.5882791693055693,1,0
1994-01-01,2,2,5,1,1,0.8309076664156809,0.5719297393103113,1,0
1994-01-01,2,2,3,0,1,0.9205619033175184,0.61090435099811,0,1
1994-01-01,2,2,5,1,1,0.1416631232574108,0.5065117017986976,0,1
1994-01-01,2,2,4,0,2,0.5833902081935997,0.986785769155938,0,0
1994-01-01,2,2,5,1,1,0.2820530873222356,0.9945263843546236,1,1
1994-01-01,2,2,5,1,1,0.2227008670830147,0.9969239767915924,1,1
1994-01-01,2,2,2,1,2,0.7383885525286796,0.7389029282680354,0,0
1994-01-01,2,2,4,0,2,0.4131918783221076,0.9507022802668704,1,1
1994-01-01,2,2,3,0,1,0.4376921086686984,0.3795275433964038,1,1
1994-01-01,2,2,3,0,2,0.8444012610066153,0.8495107436205974,0,0
1994-01-01,2,2,5,0,1,0.2386847448104544,0.8811228642201211,0,0
1994-01-01,2,2,2,1,1,0.528342377739736,0.4586599628866886,1,0
1994-01-01,2,2,5,0,2,0.8277103806381887,0.7258273261228806,1,0
1994-01-01,2,2,7,0,2,0.1318888032637437,0.0229500019105501,1,0
1994-01-01,2,2,2,0,2,0.5961829714701571,0.3234898921704882,0,0
1994-01-01,2,2,6,0,1,0.837190087465621,0.8224897958696603,0,1
1994-01-01,2,2,3,0,1,0.7644655425101194,0.244411670002752,0,1
1994-01-01,2,2,5,1,1,0.8844821103706265,0.7335139917596011,1,0
1994-01-01,2,2,6,0,2,0.0325641990015682,0.8256177612880504,0,0
1994-01-01,2,2,6,1,1,0.691456145310847,0.2296576495607419,0,1
1994-01-01,2,2,4,0,1,0.2039365077065531,0.5503050057685202,0,0
1994-01-01,2,2,4,0,1,0.5570187280796713,0.5979715401275979,0,0
1994-01-01,2,2,6,1,2,0.7747788987614221,0.897632468689705,1,0
1994-01-01,2,2,6,1,2,0.4201914650874737,0.084256562498766,0,1
1994-01-01,2,2,3,1,1,0.7042037107024884,0.2551900647868202,1,1
1994-01-01,2,2,2,1,1,0.8404106980261873,0.5369032202145667,1,0
1994-01-01,2,2,5,0,1,0.9457186898643448,0.6686352523277701,0,1
1994-01-01,2,2,5,0,2,0.5450931051843029,0.0628425285778615,1,1
1994-01-01,2,2,4,0,2,0.3160999305001467,0.1489822740992006,0,0
1994-01-01,2,2,4,1,1,0.3900261533466265,0.8762959279668551,0,0
1994-01-01,2,2,3,1,2,0.8655969341234083,0.1197828736711033,1,0
1994-01-01,2,2,5,0,2,0.240316630675798,0.1626871938788849,0,1
1994-01-01,2,2,5,1,2,0.8832644005335903,0.248202383303967,0,1
1994-01-01,2,2,2,0,1,0.0578362435221334,0.9001243729412045,1,0
1994-01-01,2,2,3,1,1,0.97132549834216,0.4280909196461255,1,0
1994-01-01,2,2,4,1,1,0.1191072231593648,0.2903553215957357,0,1
1994-01-01,2,2,6,0,2,0.883389056499147,0.0063600634671506,1,1
1994-01-01,2,2,3,0,2,0.5407716780652938,0.7153173514442537,0,1
1994-01-01,2,2,3,1,2,0.5613277476838281,0.0810715728269859,1,0
1994-01-01,2,2,4,1,2,0.9806559540470916,0.4300128168962801,0,1
1994-01-01,2,2,7,0,1,0.951362110015596,0.7468260801840382,1,1
1994-01-01,2,2,6,1,2,0.7986081465165549,0.063253503479066,1,1
1994-01-01,2,2,5,1,1,0.651583447710004,0.1785404226703015,0,1
1994-01-01,2,2,7,0,1,0.6777013867136549,0.6684081415808945,0,0
1994-01-01,2,2,4,0,2,0.1334685280468506,0.0696921554529916,1,0
1994-01-01,2,2,5,0,2,0.4674053274539709,0.3079904369434727,0,1
1994-01-01,2,2,2,0,2,0.4291658005516598,0.4625377517341912,0,1
1994-01-01,2,2,3,1,1,0.1019091249697372,0.3208572798583766,0,0
1994-01-01,2,2,7,1,1,0.0113284375236454,0.8812486014768682,0,1
1994-01-01,2,2,2,0,2,0.0162683076408641,0.4628163335417984,0,1
1994-01-01,2,2,3,0,2,0.73746657680441,0.593278741364087,1,0
1994-01-01,2,2,6,0,2,0.4474560122167164,0.942005714952274,0,1
1994-01-01,2,2,2,1,1,0.4905746175881881,0.888800641442742,0,1
1994-01-01,2,2,4,0,2,0.2535566096565067,0.2430712126831872,0,1
1994-01-01,2,2,3,0,1,0.5408383329205226,0.3011508661001639,1,1
1994-01-01,2,2,4,1,2,0.1272070587032953,0.5299263380207262,0,0
1994-01-01,2,2,5,0,1,0.1635497255030543,0.4223224003241177,0,1
1994-01-01,2,2,2,1,1,0.8176440331351343,0.4533392386431183,1,0
1994-01-01,2,2,4,1,1,0.027429353081337,0.4464579081259872,1,1
1994-01-01,2,2,3,0,2,0.9160135123300536,0.5204769137824173,0,1
1994-01-01,2,2,4,1,2,0.3381879241426327,0.9855974903637476,0,1
1994-01-01,2,2,5,1,1,0.9321583896562958,0.2851005260986337,0,1
1994-01-01,2,2,3,0,1,0.0636987976495331,0.0897589988346453,0,0
1994-01-01,2,2,2,0,2,0.3127000878919289,0.8158838300043842,1,1
1994-01-01,2,2,4,0,1,0.593168943484152,0.5418958312945786,1,0
1994-01-01,2,2,4,0,2,0.937804841568696,0.6354188438425115,0,0
1994-01-01,2,2,5,0,1,0.0900035336641763,0.9313626824235912,0,0
1994-01-01,2,2,6,0,1,0.8091930452106754,0.4322393686066011,1,0
1994-01-01,2,2,4,1,2,0.6130239213031499,0.2831604733436581,0,0
1994-01-01,2,2,4,1,2,0.6400080544502236,0.2398170161102628,1,0
1994-01-01,2,2,4,1,1,0.9923091013043428,0.1443788991348571,0,0
1994-01-01,2,2,6,0,1,0.3210828140590452,0.7894255809853553,0,0
1994-01-01,2,2,3,0,1,0.3601879712199289,0.0673437067185133,0,0
1994-01-01,2,2,4,0,2,0.5358538752418518,0.4128110120506267,0,0
1994-01-01,2,2,2,0,2,0.6250838481678798,0.907839710915811,1,1
1994-01-01,2,2,4,0,1,0.3117461197620593,0.0683010032930615,0,1
1994-01-01,2,2,3,1,1,0.706323535840436,0.5446689010125968,0,1
1994-01-01,2,2,3,0,2,0.0821245991230654,0.0328858838430978,1,1
1994-01-01,2,2,4,1,2,0.1948047850484457,0.5285224592244201,0,1
1994-01-01,2,2,4,0,2,0.0132518609830639,0.804679437649799,1,0
1994-01-01,2,2,4,0,1,0.7496201122038569,0.7939047869223625,1,0
1994-01-01,2,2,6,0,3,0.9478981046884148,0.1913483420280348,1,0
1994-01-01,2,2,5,1,1,0.7687110018629418,0.3434758121616628,1,1
1994-01-01,2,2,2,1,2,0.1728711142533522,0.1071427806270997,1,0
1994-01-01,2,2,2,0,2,0.2838578629893913,0.9465831579400428,0,0
1994-01-01,2,2,4,1,1,0.671178278221524,0.1709605927463281,1,1
1994-01-01,2,2,5,0,1,0.3094466242702141,0.460691704857694,0,1
1994-01-01,2,2,4,1,1,0.4068184564970611,0.6006998550630972,0,1
1994-01-01,2,2,2,0,2,0.2558039651711773,0.1949801246340713,1,0
1994-01-01,2,2,6,0,2,0.5342267520447025,0.8575096742078914,0,1
1994-01-01,2,2,3,0,2,0.8694762910616952,0.2816167289220774,1,0
1994-01-01,2,2,5,0,2,0.2396928303804386,0.1064857483182138,1,0
1994-01-01,2,2,5,1,1,0.5295372331594432,0.1541285175552246,1,1
1994-01-01,2,2,6,1,1,0.6650036491067713,0.1043865522944333,0,1
1994-01-01,2,2,5,1,2,0.0065758253181426,0.4353015576772499,0,0
1994-01-01,2,2,4,0,1,0.2529727618114252,0.3815032321493764,1,1
1994-01-01,2,2,5,0,1,0.5672674224723028,0.3470322988697382,0,1
1994-01-01,2,2,5,0,1,0.8251995047326753,0.908202389922816,0,1
1994-01-01,2,2,2,0,1,0.2279614770692533,0.3859614172374921,1,1
1994-01-01,2,2,5,1,2,0.898847736321301,0.4180982681196045,1,0
1994-01-01,2,2,4,1,2,0.8245654550216591,0.2661972313274915,1,0
1994-01-01,2,2,6,1,1,0.3940747961645322,0.1052821110598205,1,1
1994-01-01,2,2,4,1,2,0.8134749365767744,0.9725054323531448,1,0
1994-01-01,2,2,3,0,2,0.8492485742866724,0.7426119394694449,1,1
1994-01-01,2,2,3,0,1,0.2816602221974059,0.8331611656257852,1,1
1994-01-01,2,2,5,1,1,0.1151513306004419,0.4733812455227387,0,1
1994-01-01,2,2,2,1,2,0.1009188523745669,0.4487491057004663,1,0
1994-01-01,2,2,4,0,1,0.8807501331411108,0.059104803552883,1,1
1994-01-01,2,2,6,0,1,0.4944022152390565,0.2941985865098591,1,0
1994-01-01,2,2,4,0,2,0.6714526353668783,0.5154455818430704,1,0
1994-01-01,2,2,4,0,1,0.3900579245253543,0.2671079814187952,1,1
1994-01-01,2,2,4,1,1,0.7802521658714955,0.8283125646185634,0,1
1994-01-01,2,2,3,0,1,0.824213187571708,0.1375188694587592,0,0
1994-01-01,2,2,4,0,2,0.8925357098732754,0.8152050353954697,0,1
1994-01-01,2,2,4,0,2,0.6417698128090947,0.5476508109881253,1,1
1994-01-01,2,2,7,1,1,0.8921204035233102,0.8918853747578627,0,0
1994-01-01,2,2,4,1,1,0.8668531028503601,0.7273785962335335,1,1
1994-01-01,2,2,3,1,1,0.2716437284820637,0.8554459986660738,0,1
1994-01-01,2,2,4,1,2,0.5885478844811401,0.1457815338672944,1,1
1994-01-01,2,2,4,0,2,0.2621587256077083,0.3779142118722353,1,1
1994-01-01,2,2,2,0,1,0.637819157329983,0.4567334122263271,0,1
1994-01-01,2,2,4,1,2,0.897147518193386,0.4769477176997428,1,0
1994-01-01,2,2,3,1,1,0.4831396020921148,0.1435440629751517,1,0
1994-01-01,2,2,4,1,1,0.8245601699634174,0.6522499936026875,1,0
1994-01-01,2,2,2,0,2,0.0171045282885575,0.9894380032238134,0,0
1994-01-01,2,2,3,0,2,0.8671434271519466,0.1245969089334024,0,1
1994-01-01,2,2,2,0,2,0.9442031638335532,0.532649544748332,1,1
1994-01-01,2,2,5,0,2,0.3134064174768329,0.8322220186288004,1,0
1994-01-01,2,2,2,0,1,0.7096455126301117,0.6591274685687889,0,1
1994-01-01,2,2,4,0,2,0.8192309383945042,0.7389368864544055,0,0
1994-01-01,2,2,4,0,1,0.1242679687498593,0.030322069807268,1,0
1994-01-01,2,2,4,1,1,0.4144459318905666,0.5556559211406047,0,1
1994-01-01,2,2,2,1,1,0.2065834066740701,0.2821690465513425,1,0
1994-01-01,2,2,5,0,1,0.7465588976769763,0.9091506730718436,1,0
1994-01-01,2,2,7,1,3,0.4059148274003379,0.3732399024466653,0,0
1994-01-01,2,2,4,1,1,0.0001359421472076,0.2611513119416856,0,0
1994-01-01,2,2,5,1,2,0.2626336632121485,0.9678425451273738,0,0
1994-01-01,2,2,4,1,2,0.2033024498161234,0.3678164819238392,0,1
1994-01-01,2,2,4,1,2,0.0747682478993505,0.3461478248901176,0,1
1994-01-01,2,2,4,1,1,0.5308171869515643,0.243738736731007,0,0
1994-01-01,2,2,3,0,1,0.3369448496743611,0.9194533306682042,1,1
1994-01-01,2,2,7,1,1,0.2189313990726371,0.0548128697218864,0,1
1994-01-01,2,2,3,1,2,0.9366664989863748,0.2891666658547938,0,1
1994-01-01,2,2,5,0,2,0.3237781270540134,0.7264906007198324,1,1
1994-01-01,2,2,3,0,1,0.1277025803990988,0.6977414112629524,1,0
1994-01-01,2,2,5,0,2,0.5231783210276305,0.3541891289674539,0,0
1994-01-01,2,2,3,0,2,0.8923361615879164,0.1515895235465257,0,0
1994-01-01,2,2,6,1,1,0.7779578258276425,0.5954235840050935,1,0
1994-01-01,2,2,4,0,1,0.1481892161925618,0.3021514726651495,0,0
1994-01-01,2,2,4,0,1,0.2989805351641194,0.9028044428758512,0,0
1994-01-01,2,2,4,1,2,0.2371686363212292,0.0421007982983344,0,1
1994-01-01,2,2,5,0,1,0.927635995532156,0.4514445552994505,1,1
1994-01-01,2,2,3,1,2,0.2792867445575382,0.8397234623909025,0,1
1994-01-01,2,2,4,0,1,0.1693817929421877,0.3833432492948329,0,0
1994-01-01,2,2,6,1,2,0.4551171594127112,0.5624909429454514,1,0
1994-01-01,2,2,3,0,2,0.6117810780768902,0.5284846607499354,1,1
1994-01-01,2,2,4,1,2,0.1585122310970695,0.6926321118904303,1,1
1994-01-01,2,2,2,0,2,0.0245106052566165,0.3094870260853092,1,1
1994-01-01,2,2,3,1,1,0.0947650161870641,0.9533777646926638,1,0
1994-01-01,2,2,4,0,2,0.6509477332157696,0.641703789943275,0,1
1994-01-01,2,2,6,1,2,0.1634483577282447,0.8264097529245905,0,0
1994-01-01,2,2,4,0,1,0.2588434202250054,0.2564729954627526,0,0
1994-01-01,2,2,3,1,2,0.6757187483764626,0.7309257552819092,1,0
1994-01-01,2,2,3,0,1,0.8713621029370443,0.3536318907886656,0,1
1994-01-01,2,2,3,1,2,0.9526717207817536,0.0529398336675998,1,1
1994-01-01,2,2,5,0,2,0.383582794504766,0.8242059817101853,0,1
1994-01-01,2,2,5,0,2,0.2263714721404657,0.3786688524520691,0,1
1994-01-01,2,2,5,1,1,0.7391322741643773,0.1736810991356986,1,0
1994-01-01,2,2,2,1,2,0.7124239086847023,0.1611484853024055,0,0
1994-01-01,2,2,4,0,1,0.9744225867485716,0.4823629110660599,0,0
1994-01-01,2,2,6,0,1,0.0978880353125649,0.7114429704019135,0,1
1994-01-01,2,2,2,1,1,0.8781443486958744,0.6151724977366897,1,1
1994-01-01,2,2,2,1,1,0.1756602404151347,0.1496114380727394,1,1
1994-01-01,2,2,3,1,2,0.747335394990366,0.6932039962134671,1,1
1994-01-01,2,2,3,1,2,0.995425297251635,0.5602480911873362,0,0
1994-01-01,2,2,2,1,2,0.2317784428087456,0.463901509834922,1,1
1994-01-01,2,2,3,0,2,0.7421797956505113,0.5130725206744041,0,1
1994-01-01,2,2,5,0,1,0.7741575236121441,0.5394278982938848,1,1
1994-01-01,2,2,5,1,2,0.280959367251273,0.6973850197607795,1,1
1994-01-01,2,2,4,0,1,0.9212304713720648,0.760708973616642,1,0
1994-01-01,2,2,2,0,2,0.0696640064235375,0.1695545402481623,1,0
1994-01-01,2,2,3,0,1,0.2288799593707493,0.9363199296092812,0,1
1994-01-01,2,2,2,0,2,0.2945794037762992,0.6690907210876403,0,1
1994-01-01,2,2,4,0,1,0.090053438593338,0.1044015933796056,0,1
1994-01-01,2,2,4,1,1,0.245252184362258,0.6770722465526982,0,1
1994-01-01,2,2,4,0,1,0.7871633897857695,0.0481192399643378,0,1
1994-01-01,2,2,5,1,1,0.2672335435561713,0.4672279376520576,0,0
1994-01-01,2,2,4,0,2,0.5066157047032779,0.6426607627661118,0,0
1994-01-01,2,2,4,1,2,0.1353539092282395,0.231336019835142,0,1
1994-01-01,2,2,3,0,2,0.5916871036754201,0.3632467495755286,0,1
1994-01-01,2,2,3,0,1,0.6108703488089839,0.071185677326391,1,0
1994-01-01,2,2,3,1,2,0.2182608706159887,0.624687925431245,0,1
1994-01-01,2,2,4,0,2,0.0746512723247661,0.4390846733130291,0,1
1994-01-01,2,2,2,1,1,0.7017847159895146,0.2738465616777893,1,1
1994-01-01,2,2,4,0,2,0.6334362849457712,0.8632448986330415,0,0
1994-01-01,2,2,5,0,2,0.482250142974324,0.1576825670771746,1,0
1994-01-01,2,2,4,0,1,0.895422580930767,0.0794893303886804,1,1
1994-01-01,2,2,2,1,2,0.97726937537959,0.4074554864591558,0,0
1994-01-01,2,2,4,1,1,0.7323941321432113,0.823883877261336,1,1
1994-01-01,2,2,5,1,2,0.9622733583240676,0.8776776810324869,0,1
1994-01-01,2,2,4,0,2,0.147144609383096,0.0073545907666519,1,0
1994-01-01,2,2,3,0,1,0.1595457084752961,0.1200807503780828,1,1
1994-01-01,2,2,3,0,1,0.999066937982728,0.5369568290872155,1,0
1994-01-01,2,2,3,1,1,0.3765383351534472,0.1076712243751589,0,0
1994-01-01,2,2,4,1,1,0.559460097966737,0.2432149460893954,1,0
1994-01-01,2,2,2,1,2,0.9447322135561518,0.7914004937515977,0,1
1994-01-01,2,2,2,1,1,0.6039747328782185,0.2119379193614073,1,1
1994-01-01,2,2,3,0,2,0.8700416386858617,0.1999162953928636,1,1
1994-01-01,2,2,4,0,2,0.7072964168595174,0.3038116014259278,0,1
1994-01-01,2,2,3,1,1,0.8558768979927545,0.5870142113118544,0,0
1994-01-01,2,2,2,1,2,0.4702970874899165,0.2136867823970224,1,1
1994-01-01,2,2,6,1,1,0.9493802269363352,0.4829543800080602,1,1
1994-01-01,2,2,5,1,1,0.1252611683983648,0.2126714956378034,0,0
1994-01-01,2,2,5,0,2,0.8076711402923789,0.0060545431213897,1,0
1994-01-01,2,2,3,0,2,0.2352922255411266,0.3785454705254031,1,1
1994-01-01,2,2,4,1,1,0.6188140931832097,0.954784333263864,1,0
1994-01-01,2,2,3,0,1,0.7762622217013506,0.3058398301091448,1,0
1994-01-01,2,2,5,0,1,0.7010009311464747,0.7675818245324794,0,0
1994-01-01,2,2,5,0,2,0.4396055879411832,0.2825411111129713,1,0
1994-01-01,2,2,7,0,1,0.9303482023706758,0.7991205293879303,0,0
1994-01-01,2,2,7,0,1,0.1618293099123383,0.195912393417308,0,0
1994-01-01,2,2,2,1,2,0.7200082464599201,0.2607281318249149,1,1
1994-01-01,2,2,2,1,3,0.2531804452580494,0.3874028384480052,1,1
1994-01-01,2,2,7,0,1,0.6879642663971107,0.0292295343725,1,1
1994-01-01,2,2,4,1,2,0.1906213879439663,0.3388196916798474,0,1
1994-01-01,2,2,5,0,1,0.0477810046731609,0.1707960716878582,1,1
1994-01-01,2,2,3,1,2,0.7847923733903724,0.5227114861407318,1,0
1994-01-01,2,2,6,1,2,0.8174462551094575,0.9046614881142884,0,0
1994-01-01,2,2,2,1,2,0.1624298392167927,0.6112646058542522,1,0
1994-01-01,2,2,3,1,1,0.8070995390889498,0.7689983146500673,0,1
1994-01-01,2,2,4,1,2,0.328042041261993,0.5698379692219839,1,1
1994-01-01,2,2,5,0,1,0.5711474085125988,0.982102686156233,0,0
1994-01-01,2,2,5,0,1,0.6018820146398528,0.5302986171189569,0,1
1994-01-01,2,2,2,1,1,0.913632410943512,0.94269504858075,1,0
1994-01-01,2,2,5,1,1,0.5702305206710527,0.8588819139306715,0,0
1994-01-01,2,2,7,0,2,0.8689565073632514,0.7335209500084913,1,1
1994-01-01,2,2,6,1,1,0.4215202826834765,0.6606236668215507,0,1
1994-01-01,2,2,4,0,1,0.6531723101962247,0.4411759023291915,1,1
1994-01-01,2,2,6,0,2,0.1914660838137639,0.2483970648429819,1,1
1994-01-01,2,2,2,0,2,0.7122143045900475,0.6291466533013296,0,1
1994-01-01,2,2,5,0,2,0.9277545759374292,0.3575136236410084,1,0
1994-01-01,2,2,7,0,2,0.4271763694882412,0.6711076403950668,0,1
1994-01-01,2,2,4,1,2,0.647289546901918,0.2783007552530585,0,1
1994-01-01,2,2,3,0,1,0.5442979735055561,0.6693052876466293,1,1
1994-01-01,2,2,2,0,2,0.0145009007133026,0.5215027548847252,0,1
1994-01-01,2,2,4,1,2,0.9077829581504,0.1695765353566448,1,1
1994-01-01,2,2,3,1,3,0.809290340576691,0.5179629127532701,1,1
1994-01-01,2,2,5,0,1,0.4154847631087821,0.8120464964113141,0,0
1994-01-01,2,2,3,0,2,0.0909682964580185,0.1856133800918606,1,1
1994-01-01,2,2,5,1,2,0.3515953407746519,0.3692410411916792,1,1
1994-01-01,2,2,4,1,1,0.525641817547705,0.6367417288288441,1,1
1994-01-01,2,2,6,1,1,0.244173363325682,0.8101323387446498,1,0
1994-01-01,2,2,3,1,2,0.8325050918897741,0.3725450717048209,1,1
1994-01-01,2,2,4,0,1,0.2954770315409133,0.0560447811382163,0,1
1994-01-01,2,2,5,0,2,0.204933190372007,0.6601697693037073,0,1
1994-01-01,2,2,4,1,2,0.1728640045690181,0.6350600138222154,0,0
1994-01-01,2,2,4,0,2,0.7262695914100269,0.7860678619557077,1,1
1994-01-01,2,2,3,0,1,0.5466226864616193,0.0390597646366781,1,1
1994-01-01,2,2,5,1,2,0.6959743989532903,0.4420124360005024,0,1
1994-01-01,2,2,4,0,1,0.2903451046459452,0.9614976226512396,0,0
1994-01-01,2,2,6,0,1,0.4000030856601581,0.2036816299346788,1,0
1994-01-01,2,2,6,1,2,0.8956072728635162,0.2163479204163606,1,0
1994-01-01,2,2,2,1,2,0.3304024598092977,0.5237319073466551,0,0
1994-01-01,2,2,4,0,1,0.9029491365981088,0.7451086995512385,1,1
1994-01-01,2,2,4,1,2,0.9662854404361216,0.7243968399156675,1,0
1994-01-01,2,2,7,0,1,0.0195340741753892,0.5415387128492509,1,0
1994-01-01,2,2,4,0,1,0.4942304250912803,0.9980488846283944,1,1
1994-01-01,2,2,6,0,1,0.6220560035033917,0.7892131401351106,1,1
1994-01-01,2,2,2,1,1,0.0125013994066209,0.5520640188906701,0,1
1994-01-01,2,2,4,0,2,0.3501642476197624,0.4465016312152827,1,1
1994-01-01,2,2,4,0,2,0.0280436085055162,0.2972508021821025,0,1
1994-01-01,2,2,4,0,1,0.6164914760000633,0.3652497728426651,1,1
1994-01-01,2,2,2,1,1,0.4631583024603721,0.3495798208324007,1,0
1994-01-01,2,2,5,0,2,0.2629149895602398,0.3741341992655146,1,0
1994-01-01,2,2,3,0,1,0.7775902765090704,0.7208736837247917,0,0
1994-01-01,2,2,4,0,1,0.5429144088845266,0.8119072649242711,0,0
1994-01-01,2,2,3,0,2,0.3324272336311187,0.935994889118881,1,1
1994-01-01,2,2,3,1,1,0.935302906924476,0.0238556824146024,0,0
1994-01-01,2,2,5,0,1,0.9758343650786836,0.2916172607914696,0,1
1994-01-01,2,2,2,1,2,0.1824010589597308,0.7043953967405587,0,0
1994-01-01,2,2,4,0,3,0.9783917949684906,0.7352876577038999,1,0
1994-01-01,2,2,4,0,1,0.5876040186834354,0.8790445977919602,0,0
1994-01-01,2,2,3,1,2,0.8753584324410392,0.2019584078427899,1,1
1994-01-01,2,2,3,0,1,0.2914975262363235,0.024034355781236,1,0
1994-01-01,2,2,3,1,2,0.0466077396462688,0.8589776971104419,1,1
1994-01-01,2,2,3,0,2,0.0125850812568417,0.4314241941706283,0,0
1994-01-01,2,2,3,1,2,0.4309310852417171,0.099483528468741,0,1
1994-01-01,2,2,4,0,1,0.0045488492514014,0.8553318660283019,0,1
1994-01-01,2,2,4,1,1,0.4454814268988484,0.3849629113464794,0,0
1994-01-01,2,2,5,0,2,0.7439702473138384,0.4630051238486119,1,0
1994-01-01,2,2,3,1,1,0.6683342521492482,0.8899454436249413,0,0
1994-01-01,2,2,7,1,2,0.7319554979327054,0.9486928943241888,1,0
1994-01-01,2,2,4,1,1,0.594580878180942,0.6911222039144566,1,0
1994-01-01,2,2,2,0,2,0.9539898140554538,0.7665345225225217,1,0
1994-01-01,2,2,2,1,1,0.2401026695041771,0.2211822525503542,1,0
1994-01-01,2,2,4,0,2,0.9038265083922044,0.0708205098035738,1,1
